ChecklistID,ServiceID,BodyPart,CheckItem
CHK00427,SRV45201,Hô hấp,Đếm nhịp thở
CHK00428,SRV122318,Toàn thân,Đánh giá mức độ đau
CHK00429,SRV122318,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00430,SRV122318,Mắt,Kiểm tra phản xạ ánh sáng
CHK00431,SRV122318,Chân,Kiểm tra tuần hoàn
CHK00432,SRV117359,Chân,Kiểm tra cử động
CHK00433,SRV117359,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK00434,SRV117359,Hô hấp,Kiểm tra tiếng thở
CHK00435,SRV117359,Vùng bụng,Sờ nắn kiểm tra đau
CHK00436,SRV117359,Vết mổ,Kiểm tra nhiễm trùng
CHK00437,SRV117359,Mắt,Kiểm tra phản xạ ánh sáng
CHK00438,SRV123111,Vùng bụng,Kiểm tra chướng bụng
CHK00439,SRV123111,Hô hấp,Đếm nhịp thở
CHK00440,SRV123111,Vết mổ,Kiểm tra rỉ dịch
CHK00441,SRV151816,Chân,Kiểm tra cử động
CHK00442,SRV151816,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00443,SRV151816,Vết mổ,Kiểm tra độ liền da
CHK00444,SRV151816,Hô hấp,Kiểm tra tiếng thở
CHK00445,SRV151816,Vùng bụng,Kiểm tra chướng bụng
CHK00446,SRV151816,Tim mạch,Đo nhịp tim
CHK00447,SRV46172,Vết mổ,Vệ sinh vết mổ
CHK00448,SRV46172,Mắt,Kiểm tra phản xạ ánh sáng
CHK00449,SRV46172,Toàn thân,Kiểm tra nhịp thở
CHK00450,SRV109123,Mắt,Kiểm tra độ ẩm mắt
CHK00451,SRV109123,Vùng bụng,Sờ nắn kiểm tra đau
CHK00452,SRV109123,Chân,Kiểm tra cử động
CHK00453,SRV175924,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00454,SRV175924,Chân,Kiểm tra cử động
CHK00455,SRV175924,Toàn thân,Đánh giá mức độ đau
CHK00456,SRV63497,Toàn thân,Đánh giá mức độ đau
CHK00457,SRV63497,Tim mạch,Đo nhịp tim
CHK00458,SRV63497,Chân,Kiểm tra sưng
CHK00459,SRV63497,Hô hấp,Đếm nhịp thở
CHK00460,SRV148737,Hô hấp,Kiểm tra tiếng thở
CHK00461,SRV148737,Tim mạch,Đo nhịp tim
CHK00462,SRV148737,Chân,Kiểm tra cử động
CHK00463,SRV148737,Toàn thân,Kiểm tra đi vệ sinh
CHK00464,SRV148737,Vùng bụng,Kiểm tra chướng bụng
CHK00465,SRV171542,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00466,SRV171542,Mắt,Kiểm tra phản xạ ánh sáng
CHK00467,SRV171542,Vết mổ,Kiểm tra nhiễm trùng
CHK00468,SRV44317,Thân nhiệt,Theo dõi sốt
CHK00469,SRV44317,Vết mổ,Kiểm tra sưng tấy
CHK00470,SRV44317,Mắt,Kiểm tra độ ẩm mắt
CHK00471,SRV44317,Vùng bụng,Sờ nắn kiểm tra đau
CHK00472,SRV44317,Hô hấp,Đếm nhịp thở
CHK00473,SRV44317,Toàn thân,Đánh giá mức độ đau
CHK00474,SRV170253,Vùng bụng,Kiểm tra chướng bụng
CHK00475,SRV170253,Vết mổ,Kiểm tra sưng tấy
CHK00476,SRV170253,Chân,Kiểm tra sưng
CHK00477,SRV170253,Tim mạch,Đo nhịp tim
CHK00478,SRV178168,Tim mạch,Kiểm tra mạch
CHK00479,SRV178168,Hô hấp,Kiểm tra màu niêm mạc
CHK00480,SRV178168,Vết mổ,Vệ sinh vết mổ
CHK00481,SRV153626,Hô hấp,Kiểm tra tiếng thở
CHK00482,SRV153626,Tim mạch,Đo nhịp tim
CHK00483,SRV153626,Chân,Kiểm tra sưng
CHK00484,SRV47242,Hô hấp,Kiểm tra màu niêm mạc
CHK00485,SRV47242,Thân nhiệt,Theo dõi sốt
CHK00486,SRV47242,Vết mổ,Kiểm tra nhiễm trùng
CHK00487,SRV47242,Tim mạch,Kiểm tra mạch
CHK00488,SRV47242,Vùng bụng,Kiểm tra chướng bụng
CHK00489,SRV47242,Mắt,Kiểm tra phản xạ ánh sáng
CHK00490,SRV144682,Hô hấp,Đếm nhịp thở
CHK00491,SRV144682,Tim mạch,Kiểm tra mạch
CHK00492,SRV144682,Chân,Kiểm tra sưng
CHK00493,SRV144682,Vùng bụng,Sờ nắn kiểm tra đau
CHK00494,SRV144682,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00495,SRV192154,Vết mổ,Kiểm tra độ liền da
CHK00496,SRV192154,Chân,Kiểm tra tuần hoàn
CHK00497,SRV192154,Mắt,Kiểm tra độ ẩm mắt
CHK00498,SRV192154,Hô hấp,Kiểm tra màu niêm mạc
CHK00499,SRV170807,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00500,SRV170807,Tim mạch,Đo nhịp tim
CHK00501,SRV170807,Vết mổ,Kiểm tra sưng tấy
CHK00502,SRV170807,Toàn thân,Đánh giá mức độ đau
CHK00503,SRV170807,Hô hấp,Đếm nhịp thở
CHK00504,SRV170807,Vùng bụng,Sờ nắn kiểm tra đau
CHK00505,SRV4422,Thân nhiệt,Theo dõi sốt
CHK00506,SRV4422,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK00507,SRV4422,Vết mổ,Kiểm tra độ liền da
CHK00508,SRV4422,Tim mạch,Kiểm tra mạch
CHK00509,SRV4422,Vùng bụng,Sờ nắn kiểm tra đau
CHK00510,SRV4422,Chân,Kiểm tra tuần hoàn
CHK00511,SRV16141,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00512,SRV16141,Chân,Kiểm tra tuần hoàn
CHK00513,SRV16141,Toàn thân,Kiểm tra ăn uống
CHK00514,SRV16141,Tim mạch,Đo nhịp tim
CHK00515,SRV74680,Thân nhiệt,Theo dõi sốt
CHK00516,SRV74680,Tim mạch,Đo nhịp tim
CHK00517,SRV74680,Toàn thân,Kiểm tra đi vệ sinh
CHK00518,SRV50274,Vùng bụng,Kiểm tra chướng bụng
CHK00519,SRV50274,Chân,Kiểm tra tuần hoàn
CHK00520,SRV50274,Vết mổ,Kiểm tra sưng tấy
CHK00521,SRV50274,Thân nhiệt,Theo dõi sốt
CHK00522,SRV50274,Tim mạch,Đo nhịp tim
CHK00523,SRV171872,Chân,Kiểm tra tuần hoàn
CHK00524,SRV171872,Tim mạch,Kiểm tra mạch
CHK00525,SRV171872,Mắt,Kiểm tra độ ẩm mắt
CHK00526,SRV171872,Hô hấp,Kiểm tra tiếng thở
CHK00527,SRV171872,Toàn thân,Kiểm tra ăn uống
CHK00528,SRV171872,Vết mổ,Kiểm tra nhiễm trùng
CHK00529,SRV166927,Toàn thân,Kiểm tra nhịp thở
CHK00530,SRV166927,Tim mạch,Kiểm tra mạch
CHK00531,SRV166927,Mắt,Kiểm tra độ ẩm mắt
CHK00532,SRV78036,Hô hấp,Đếm nhịp thở
CHK00533,SRV78036,Chân,Kiểm tra tuần hoàn
CHK00534,SRV78036,Vùng bụng,Sờ nắn kiểm tra đau
CHK00535,SRV78036,Tim mạch,Đo nhịp tim
CHK00536,SRV78036,Mắt,Kiểm tra phản xạ ánh sáng
CHK00537,SRV78036,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00538,SRV145775,Vết mổ,Kiểm tra sưng tấy
CHK00539,SRV145775,Mắt,Kiểm tra độ ẩm mắt
CHK00540,SRV145775,Hô hấp,Kiểm tra tiếng thở
CHK00541,SRV25325,Hô hấp,Đếm nhịp thở
CHK00542,SRV25325,Vùng bụng,Kiểm tra chướng bụng
CHK00543,SRV25325,Mắt,Kiểm tra độ ẩm mắt
CHK00544,SRV25325,Toàn thân,Đánh giá mức độ đau
CHK00545,SRV25325,Vết mổ,Kiểm tra rỉ dịch
CHK00546,SRV25325,Tim mạch,Đo nhịp tim
CHK00547,SRV86525,Vết mổ,Kiểm tra độ liền da
CHK00548,SRV86525,Hô hấp,Kiểm tra tiếng thở
CHK00549,SRV86525,Thân nhiệt,Theo dõi sốt
CHK00550,SRV86525,Mắt,Kiểm tra phản xạ ánh sáng
CHK00551,SRV86525,Vùng bụng,Sờ nắn kiểm tra đau
CHK00552,SRV70645,Hô hấp,Kiểm tra tiếng thở
CHK00553,SRV70645,Thân nhiệt,Theo dõi sốt
CHK00554,SRV70645,Vùng bụng,Kiểm tra chướng bụng
CHK00555,SRV172560,Hô hấp,Đếm nhịp thở
CHK00556,SRV172560,Chân,Kiểm tra sưng
CHK00557,SRV172560,Vùng bụng,Kiểm tra chướng bụng
CHK00558,SRV172560,Vết mổ,Kiểm tra nhiễm trùng
CHK00559,SRV0227,Vết mổ,Kiểm tra sưng tấy
CHK00560,SRV0227,Chân,Kiểm tra sưng
CHK00561,SRV0227,Toàn thân,Kiểm tra nhịp thở
CHK00562,SRV113723,Tim mạch,Kiểm tra mạch
CHK00563,SRV113723,Vết mổ,Kiểm tra rỉ dịch
CHK00564,SRV113723,Toàn thân,Kiểm tra nhịp thở
CHK00565,SRV113723,Mắt,Kiểm tra phản xạ ánh sáng
CHK00566,SRV113723,Hô hấp,Kiểm tra tiếng thở
CHK00567,SRV104708,Toàn thân,Đánh giá mức độ đau
CHK00568,SRV104708,Mắt,Kiểm tra độ ẩm mắt
CHK00569,SRV104708,Chân,Kiểm tra tuần hoàn
CHK00570,SRV104708,Thân nhiệt,Theo dõi sốt
CHK00571,SRV104708,Hô hấp,Đếm nhịp thở
CHK00572,SRV104708,Vết mổ,Kiểm tra rỉ dịch
CHK00573,SRV52232,Toàn thân,Kiểm tra ăn uống
CHK00574,SRV52232,Tim mạch,Kiểm tra mạch
CHK00575,SRV52232,Mắt,Kiểm tra phản xạ ánh sáng
CHK00576,SRV52232,Chân,Kiểm tra cử động
CHK00577,SRV16828,Toàn thân,Kiểm tra nhịp thở
CHK00578,SRV16828,Vùng bụng,Sờ nắn kiểm tra đau
CHK00579,SRV16828,Chân,Kiểm tra sưng
CHK00580,SRV84117,Chân,Kiểm tra tuần hoàn
CHK00581,SRV84117,Hô hấp,Kiểm tra tiếng thở
CHK00582,SRV84117,Thân nhiệt,Theo dõi sốt
CHK00583,SRV28569,Mắt,Kiểm tra độ ẩm mắt
CHK00584,SRV28569,Chân,Kiểm tra tuần hoàn
CHK00585,SRV28569,Tim mạch,Kiểm tra mạch
CHK00586,SRV28569,Hô hấp,Kiểm tra màu niêm mạc
CHK00587,SRV28569,Vùng bụng,Kiểm tra chướng bụng
CHK00588,SRV28569,Toàn thân,Đánh giá mức độ đau
CHK00589,SRV79433,Hô hấp,Đếm nhịp thở
CHK00590,SRV79433,Toàn thân,Đánh giá mức độ đau
CHK00591,SRV79433,Tim mạch,Kiểm tra mạch
CHK00592,SRV79433,Vùng bụng,Kiểm tra chướng bụng
CHK00593,SRV79433,Mắt,Kiểm tra phản xạ ánh sáng
CHK00594,SRV170451,Hô hấp,Kiểm tra tiếng thở
CHK00595,SRV170451,Tim mạch,Đo nhịp tim
CHK00596,SRV170451,Toàn thân,Đánh giá mức độ đau
CHK00597,SRV170451,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00598,SRV170451,Mắt,Kiểm tra độ ẩm mắt
CHK00599,SRV111859,Mắt,Kiểm tra độ ẩm mắt
CHK00600,SRV111859,Tim mạch,Đo nhịp tim
CHK00601,SRV111859,Thân nhiệt,Theo dõi sốt
CHK00602,SRV114745,Toàn thân,Kiểm tra đi vệ sinh
CHK00603,SRV114745,Hô hấp,Đếm nhịp thở
CHK00604,SRV114745,Mắt,Kiểm tra độ ẩm mắt
CHK00605,SRV114745,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00606,SRV36401,Tim mạch,Kiểm tra mạch
CHK00607,SRV36401,Chân,Kiểm tra tuần hoàn
CHK00608,SRV36401,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00609,SRV36401,Vùng bụng,Kiểm tra chướng bụng
CHK00610,SRV36401,Mắt,Kiểm tra phản xạ ánh sáng
CHK00611,SRV36401,Toàn thân,Kiểm tra đi vệ sinh
CHK00612,SRV71266,Tim mạch,Kiểm tra mạch
CHK00613,SRV71266,Vùng bụng,Sờ nắn kiểm tra đau
CHK00614,SRV71266,Mắt,Kiểm tra độ ẩm mắt
CHK00615,SRV71266,Chân,Kiểm tra tuần hoàn
CHK00616,SRV71266,Thân nhiệt,Theo dõi sốt
CHK00617,SRV162132,Vết mổ,Kiểm tra rỉ dịch
CHK00618,SRV162132,Mắt,Kiểm tra phản xạ ánh sáng
CHK00619,SRV162132,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00620,SRV162132,Vùng bụng,Sờ nắn kiểm tra đau
CHK00621,SRV183075,Vết mổ,Kiểm tra nhiễm trùng
CHK00622,SRV183075,Hô hấp,Đếm nhịp thở
CHK00623,SRV183075,Vùng bụng,Kiểm tra chướng bụng
CHK00624,SRV183075,Toàn thân,Kiểm tra đi vệ sinh
CHK00625,SRV183075,Mắt,Kiểm tra độ ẩm mắt
CHK00626,SRV183075,Chân,Kiểm tra sưng
CHK00627,SRV68863,Mắt,Kiểm tra phản xạ ánh sáng
CHK00628,SRV68863,Chân,Kiểm tra sưng
CHK00629,SRV68863,Tim mạch,Đo nhịp tim
CHK00630,SRV68863,Vùng bụng,Kiểm tra chướng bụng
CHK00631,SRV179562,Chân,Kiểm tra sưng
CHK00632,SRV179562,Vết mổ,Kiểm tra rỉ dịch
CHK00633,SRV179562,Toàn thân,Kiểm tra đi vệ sinh
CHK00634,SRV179562,Tim mạch,Kiểm tra mạch
CHK00635,SRV179562,Vùng bụng,Kiểm tra chướng bụng
CHK00636,SRV179562,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00637,SRV110744,Vùng bụng,Sờ nắn kiểm tra đau
CHK00638,SRV110744,Tim mạch,Đo nhịp tim
CHK00639,SRV110744,Thân nhiệt,Theo dõi sốt
CHK00640,SRV110744,Toàn thân,Kiểm tra nhịp thở
CHK00641,SRV56408,Mắt,Kiểm tra phản xạ ánh sáng
CHK00642,SRV56408,Vùng bụng,Sờ nắn kiểm tra đau
CHK00643,SRV56408,Chân,Kiểm tra tuần hoàn
CHK00644,SRV56408,Tim mạch,Kiểm tra mạch
CHK00645,SRV56408,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00646,SRV35283,Thân nhiệt,Theo dõi sốt
CHK00647,SRV35283,Toàn thân,Đánh giá mức độ đau
CHK00648,SRV35283,Mắt,Kiểm tra độ ẩm mắt
CHK00649,SRV182544,Hô hấp,Kiểm tra tiếng thở
CHK00650,SRV182544,Mắt,Kiểm tra độ ẩm mắt
CHK00651,SRV182544,Vùng bụng,Kiểm tra chướng bụng
CHK00652,SRV73717,Vết mổ,Vệ sinh vết mổ
CHK00653,SRV73717,Chân,Kiểm tra cử động
CHK00654,SRV73717,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00655,SRV134552,Toàn thân,Kiểm tra đi vệ sinh
CHK00656,SRV134552,Vùng bụng,Sờ nắn kiểm tra đau
CHK00657,SRV134552,Hô hấp,Kiểm tra tiếng thở
CHK00658,SRV134552,Mắt,Kiểm tra phản xạ ánh sáng
CHK00659,SRV134552,Tim mạch,Kiểm tra mạch
CHK00660,SRV112946,Tim mạch,Kiểm tra mạch
CHK00661,SRV112946,Toàn thân,Kiểm tra ăn uống
CHK00662,SRV112946,Vết mổ,Kiểm tra độ liền da
CHK00663,SRV112946,Hô hấp,Kiểm tra màu niêm mạc
CHK00664,SRV112946,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00665,SRV112946,Chân,Kiểm tra tuần hoàn
CHK00666,SRV12048,Vết mổ,Kiểm tra nhiễm trùng
CHK00667,SRV12048,Chân,Kiểm tra tuần hoàn
CHK00668,SRV12048,Tim mạch,Kiểm tra mạch
CHK00669,SRV12048,Vùng bụng,Kiểm tra chướng bụng
CHK00670,SRV12048,Toàn thân,Kiểm tra đi vệ sinh
CHK00671,SRV94342,Chân,Kiểm tra cử động
CHK00672,SRV94342,Mắt,Kiểm tra phản xạ ánh sáng
CHK00673,SRV94342,Tim mạch,Đo nhịp tim
CHK00674,SRV193635,Hô hấp,Kiểm tra màu niêm mạc
CHK00675,SRV193635,Mắt,Kiểm tra phản xạ ánh sáng
CHK00676,SRV193635,Vùng bụng,Sờ nắn kiểm tra đau
CHK00677,SRV193635,Vết mổ,Kiểm tra độ liền da
CHK00678,SRV193635,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00679,SRV48472,Tim mạch,Kiểm tra mạch
CHK00680,SRV48472,Vùng bụng,Sờ nắn kiểm tra đau
CHK00681,SRV48472,Thân nhiệt,Theo dõi sốt
CHK00682,SRV48472,Toàn thân,Kiểm tra ăn uống
CHK00683,SRV178466,Chân,Kiểm tra cử động
CHK00684,SRV178466,Hô hấp,Kiểm tra tiếng thở
CHK00685,SRV178466,Vết mổ,Kiểm tra rỉ dịch
CHK00686,SRV178466,Thân nhiệt,Theo dõi sốt
CHK00687,SRV74564,Vùng bụng,Kiểm tra chướng bụng
CHK00688,SRV74564,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00689,SRV74564,Chân,Kiểm tra tuần hoàn
CHK00690,SRV74564,Tim mạch,Đo nhịp tim
CHK00691,SRV34534,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00692,SRV34534,Tim mạch,Đo nhịp tim
CHK00693,SRV34534,Hô hấp,Kiểm tra tiếng thở
CHK00694,SRV34534,Chân,Kiểm tra tuần hoàn
CHK00695,SRV34534,Vết mổ,Kiểm tra nhiễm trùng
CHK00696,SRV18718,Chân,Kiểm tra cử động
CHK00697,SRV18718,Tim mạch,Đo nhịp tim
CHK00698,SRV18718,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00699,SRV18718,Hô hấp,Kiểm tra tiếng thở
CHK00700,SRV18718,Vùng bụng,Sờ nắn kiểm tra đau
CHK00701,SRV18718,Toàn thân,Kiểm tra đi vệ sinh
CHK00702,SRV174419,Hô hấp,Kiểm tra tiếng thở
CHK00703,SRV174419,Thân nhiệt,Theo dõi sốt
CHK00704,SRV174419,Vết mổ,Kiểm tra độ liền da
CHK00705,SRV174419,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK00706,SRV174419,Vùng bụng,Kiểm tra chướng bụng
CHK00707,SRV174419,Mắt,Kiểm tra phản xạ ánh sáng
CHK00708,SRV36724,Thân nhiệt,Theo dõi sốt
CHK00709,SRV36724,Hô hấp,Kiểm tra màu niêm mạc
CHK00710,SRV36724,Tim mạch,Kiểm tra mạch
CHK00711,SRV36724,Vùng bụng,Kiểm tra chướng bụng
CHK00712,SRV36724,Vết mổ,Kiểm tra độ liền da
CHK00713,SRV36724,Chân,Kiểm tra sưng
CHK00714,SRV83856,Chân,Kiểm tra cử động
CHK00715,SRV83856,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00716,SRV83856,Vết mổ,Kiểm tra rỉ dịch
CHK00717,SRV83856,Tim mạch,Kiểm tra mạch
CHK00718,SRV83856,Hô hấp,Kiểm tra tiếng thở
CHK00719,SRV137713,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00720,SRV137713,Chân,Kiểm tra sưng
CHK00721,SRV137713,Hô hấp,Kiểm tra tiếng thở
CHK00722,SRV137713,Toàn thân,Kiểm tra nhịp thở
CHK00723,SRV137713,Tim mạch,Đo nhịp tim
CHK00724,SRV137713,Vùng bụng,Kiểm tra chướng bụng
CHK00725,SRV45395,Vùng bụng,Kiểm tra chướng bụng
CHK00726,SRV45395,Chân,Kiểm tra tuần hoàn
CHK00727,SRV45395,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00728,SRV48270,Hô hấp,Kiểm tra tiếng thở
CHK00729,SRV48270,Toàn thân,Kiểm tra ăn uống
CHK00730,SRV48270,Vùng bụng,Kiểm tra chướng bụng
CHK00731,SRV48270,Thân nhiệt,Theo dõi sốt
CHK00732,SRV33563,Toàn thân,Kiểm tra nhịp thở
CHK00733,SRV33563,Hô hấp,Kiểm tra màu niêm mạc
CHK00734,SRV33563,Vết mổ,Kiểm tra nhiễm trùng
CHK00735,SRV33563,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00736,SRV188734,Mắt,Kiểm tra phản xạ ánh sáng
CHK00737,SRV188734,Vùng bụng,Sờ nắn kiểm tra đau
CHK00738,SRV188734,Hô hấp,Đếm nhịp thở
CHK00739,SRV188734,Thân nhiệt,Theo dõi sốt
CHK00740,SRV30513,Mắt,Kiểm tra độ ẩm mắt
CHK00741,SRV30513,Chân,Kiểm tra sưng
CHK00742,SRV30513,Vết mổ,Vệ sinh vết mổ
CHK00743,SRV30513,Hô hấp,Kiểm tra tiếng thở
CHK00744,SRV76633,Toàn thân,Đánh giá mức độ đau
CHK00745,SRV76633,Vùng bụng,Sờ nắn kiểm tra đau
CHK00746,SRV76633,Vết mổ,Kiểm tra sưng tấy
CHK00747,SRV76633,Mắt,Kiểm tra phản xạ ánh sáng
CHK00748,SRV76633,Chân,Kiểm tra sưng
CHK00749,SRV39817,Tim mạch,Đo nhịp tim
CHK00750,SRV39817,Vết mổ,Vệ sinh vết mổ
CHK00751,SRV39817,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00752,SRV39817,Hô hấp,Kiểm tra tiếng thở
CHK00753,SRV183724,Vết mổ,Kiểm tra sưng tấy
CHK00754,SRV183724,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK00755,SRV183724,Mắt,Kiểm tra phản xạ ánh sáng
CHK00756,SRV183724,Chân,Kiểm tra tuần hoàn
CHK00757,SRV183724,Tim mạch,Đo nhịp tim
CHK00758,SRV183724,Vùng bụng,Kiểm tra chướng bụng
CHK00759,SRV168484,Mắt,Kiểm tra phản xạ ánh sáng
CHK00760,SRV168484,Thân nhiệt,Theo dõi sốt
CHK00761,SRV168484,Tim mạch,Đo nhịp tim
CHK00762,SRV168484,Vết mổ,Kiểm tra rỉ dịch
CHK00763,SRV168484,Vùng bụng,Kiểm tra chướng bụng
CHK00764,SRV168484,Chân,Kiểm tra sưng
CHK00765,SRV115379,Vùng bụng,Kiểm tra chướng bụng
CHK00766,SRV115379,Mắt,Kiểm tra độ ẩm mắt
CHK00767,SRV115379,Tim mạch,Kiểm tra mạch
CHK00768,SRV115379,Chân,Kiểm tra tuần hoàn
CHK00769,SRV115379,Toàn thân,Đánh giá mức độ đau
CHK00770,SRV109246,Hô hấp,Kiểm tra tiếng thở
CHK00771,SRV109246,Mắt,Kiểm tra độ ẩm mắt
CHK00772,SRV109246,Vùng bụng,Kiểm tra chướng bụng
CHK00773,SRV109246,Chân,Kiểm tra cử động
CHK00774,SRV109246,Toàn thân,Đánh giá mức độ đau
CHK00775,SRV116781,Vùng bụng,Kiểm tra chướng bụng
CHK00776,SRV116781,Tim mạch,Kiểm tra mạch
CHK00777,SRV116781,Hô hấp,Kiểm tra tiếng thở
CHK00778,SRV116781,Vết mổ,Kiểm tra rỉ dịch
CHK00779,SRV43099,Hô hấp,Kiểm tra màu niêm mạc
CHK00780,SRV43099,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00781,SRV43099,Chân,Kiểm tra sưng
CHK00782,SRV43099,Vết mổ,Kiểm tra độ liền da
CHK00783,SRV161676,Toàn thân,Kiểm tra ăn uống
CHK00784,SRV161676,Hô hấp,Đếm nhịp thở
CHK00785,SRV161676,Vết mổ,Vệ sinh vết mổ
CHK00786,SRV161676,Chân,Kiểm tra sưng
CHK00787,SRV161676,Tim mạch,Kiểm tra mạch
CHK00788,SRV161676,Mắt,Kiểm tra phản xạ ánh sáng
CHK00789,SRV64458,Vùng bụng,Sờ nắn kiểm tra đau
CHK00790,SRV64458,Vết mổ,Kiểm tra độ liền da
CHK00791,SRV64458,Tim mạch,Đo nhịp tim
CHK00792,SRV64458,Toàn thân,Kiểm tra ăn uống
CHK00793,SRV64458,Mắt,Kiểm tra độ ẩm mắt
CHK00794,SRV64458,Chân,Kiểm tra cử động
CHK00795,SRV48116,Thân nhiệt,Theo dõi sốt
CHK00796,SRV48116,Vùng bụng,Sờ nắn kiểm tra đau
CHK00797,SRV48116,Mắt,Kiểm tra phản xạ ánh sáng
CHK00798,SRV48116,Chân,Kiểm tra sưng
CHK00799,SRV48116,Toàn thân,Kiểm tra ăn uống
CHK00800,SRV48116,Hô hấp,Kiểm tra màu niêm mạc
CHK00801,SRV198795,Mắt,Kiểm tra phản xạ ánh sáng
CHK00802,SRV198795,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00803,SRV198795,Vùng bụng,Kiểm tra chướng bụng
CHK00804,SRV198795,Hô hấp,Kiểm tra màu niêm mạc
CHK00805,SRV198795,Toàn thân,Đánh giá mức độ đau
CHK00806,SRV198795,Tim mạch,Kiểm tra mạch
CHK00807,SRV74471,Mắt,Kiểm tra độ ẩm mắt
CHK00808,SRV74471,Toàn thân,Kiểm tra đi vệ sinh
CHK00809,SRV74471,Tim mạch,Kiểm tra mạch
CHK00810,SRV74471,Vết mổ,Kiểm tra nhiễm trùng
CHK00811,SRV74471,Vùng bụng,Sờ nắn kiểm tra đau
CHK00812,SRV74471,Chân,Kiểm tra sưng
CHK00813,SRV131459,Mắt,Kiểm tra độ ẩm mắt
CHK00814,SRV131459,Chân,Kiểm tra tuần hoàn
CHK00815,SRV131459,Vùng bụng,Kiểm tra chướng bụng
CHK00816,SRV131459,Hô hấp,Kiểm tra tiếng thở
CHK00817,SRV131459,Tim mạch,Đo nhịp tim
CHK00818,SRV72206,Tim mạch,Kiểm tra mạch
CHK00819,SRV72206,Toàn thân,Kiểm tra phản xạ tỉnh táo
CHK00820,SRV72206,Chân,Kiểm tra tuần hoàn
CHK00821,SRV72206,Hô hấp,Kiểm tra màu niêm mạc
CHK00822,SRV72206,Vùng bụng,Kiểm tra chướng bụng
CHK00823,SRV135950,Vùng bụng,Sờ nắn kiểm tra đau
CHK00824,SRV135950,Thân nhiệt,Theo dõi sốt
CHK00825,SRV135950,Chân,Kiểm tra cử động
CHK00826,SRV135950,Vết mổ,Kiểm tra sưng tấy
CHK00827,SRV109505,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00828,SRV109505,Chân,Kiểm tra cử động
CHK00829,SRV109505,Mắt,Kiểm tra phản xạ ánh sáng
CHK00830,SRV109505,Vết mổ,Kiểm tra rỉ dịch
CHK00831,SRV109505,Hô hấp,Kiểm tra tiếng thở
CHK00832,SRV121406,Tim mạch,Đo nhịp tim
CHK00833,SRV121406,Vết mổ,Kiểm tra nhiễm trùng
CHK00834,SRV121406,Vùng bụng,Sờ nắn kiểm tra đau
CHK00835,SRV121406,Chân,Kiểm tra sưng
CHK00836,SRV121406,Hô hấp,Đếm nhịp thở
CHK00837,SRV121406,Mắt,Kiểm tra phản xạ ánh sáng
CHK00838,SRV140234,Chân,Kiểm tra cử động
CHK00839,SRV140234,Hô hấp,Kiểm tra tiếng thở
CHK00840,SRV140234,Mắt,Kiểm tra phản xạ ánh sáng
CHK00841,SRV140234,Toàn thân,Đánh giá mức độ đau
CHK00842,SRV140234,Tim mạch,Đo nhịp tim
CHK00843,SRV140234,Thân nhiệt,Đo nhiệt độ cơ thể
CHK00844,SRV165283,Hô hấp,Đếm nhịp thở
CHK00845,SRV165283,Mắt,Kiểm tra phản xạ ánh sáng
CHK00846,SRV165283,Toàn thân,Đánh giá mức độ đau
