EID,PetID,ExaminationDate,Symptoms,Diagnoses,FollowUpDate
SRV43231,PET14984,2022-01-21 00:54:58,Liệt chi sau - không đứng được,Tổn thương thần kinh ngoại biên,2022-02-02
SRV89235,PET97029,2022-02-25 01:41:54,Bụng căng như quả bóng - đau nhiều,Viêm đường hô hấp cấp tính,2022-03-05
SRV14831,PET52648,2021-12-24 09:38:38,Hôi miệng kinh khủng - nướu sưng tấy,Nhiễm trùng vết mổ sau phẫu thuật,2021-12-28
SRV36699,PET28331,2024-08-16 21:13:48,Mắt đỏ - phù nề - khó mở mắt,Virus Parvovirus (parvo) - nguy hiểm,2024-08-26
SRV86131,PET08838,2021-08-03 16:43:17,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm dạ dày ruột cấp do vi khuẩn,2021-09-02
SRV122064,PET21968,2021-01-02 18:58:09,Ngứa dữ dội - chảy máu tai từ gãi,Suy thận cấp - cần xét nghiệm ngay,2021-01-23
SRV62125,PET105665,2021-10-04 16:23:05,Ho kéo dài - khó thở - chảy nước mũi,Thiếu máu do sốc mất máu hoặc ký sinh,2021-11-03
SRV46517,PET116365,2021-08-25 07:08:40,Tê liệt mặt - miệng méo,Virus Parvovirus (parvo) - nguy hiểm,2021-08-27
SRV44649,PET68439,2021-02-03 13:01:10,Tê liệt mặt - miệng méo,Viêm dạ dày ruột cấp do vi khuẩn,2021-02-05
SRV11665,PET64010,2021-03-18 14:43:00,Bụng căng như quả bóng - đau nhiều,Viêm đường hô hấp cấp tính,2021-03-22
SRV60821,PET24687,2023-05-21 07:06:41,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tai ngoài do nấm Malassezia,2023-06-20
SRV89488,PET55458,2022-12-26 08:17:22,Liệt chi sau - không đứng được,Viêm đường hô hấp cấp tính,2023-01-12
SRV191967,PET31083,2024-01-28 06:47:04,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2024-01-30
SRV53315,PET84048,2022-08-15 16:04:17,Ho kéo dài - khó thở - chảy nước mũi,Bệnh đĩa đệm (bệnh IVDD),2022-09-05
SRV57850,PET34218,2023-08-17 14:08:05,Hôi miệng kinh khủng - nướu sưng tấy,Xuất huyết nội bộ - cấp cứu,2023-08-28
SRV146011,PET50161,2024-10-05 14:20:14,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2024-10-07
SRV15627,PET91974,2024-08-10 00:02:49,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2024-08-19
SRV114740,PET117100,2024-05-25 14:20:19,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tụy cấp (Pancreatitis),2024-06-06
SRV144321,PET73479,2022-10-06 19:33:40,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm đường hô hấp cấp tính,2022-10-19
SRV5913,PET63950,2022-04-29 16:59:24,Mắt đỏ - phù nề - khó mở mắt,Nhiễm trùng vết mổ sau phẫu thuật,2022-05-08
SRV48951,PET26420,2021-01-15 11:23:40,Lờ đờ - mất sinh lực,Bệnh nha chu giai đoạn cuối,2021-01-27
SRV66281,PET67433,2023-09-17 03:54:03,Liệt chi sau - không đứng được,Bệnh đĩa đệm (bệnh IVDD),2023-09-27
SRV197961,PET15755,2022-12-04 06:29:27,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2022-12-11
SRV175227,PET111832,2022-09-15 15:16:27,Bụng căng như quả bóng - đau nhiều,Xuất huyết nội bộ - cấp cứu,2022-10-15
SRV150235,PET37983,2023-10-08 04:06:16,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm dạ dày ruột cấp do vi khuẩn,2023-10-11
SRV154126,PET69934,2023-10-16 06:39:27,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Virus Parvovirus (parvo) - nguy hiểm,2023-10-28
SRV197191,PET100463,2022-05-16 12:15:02,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm đường hô hấp cấp tính,2022-06-02
SRV187120,PET10270,2022-09-13 23:28:19,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Suy thận cấp - cần xét nghiệm ngay,2022-10-10
SRV109452,PET10106,2021-10-01 04:51:56,Chảy máu cam liên tục - nước tiểu đỏ,Viêm mống mắt - cần chỉ định nhanh,2021-10-03
SRV45742,PET99425,2024-04-07 09:01:01,Bụng căng như quả bóng - đau nhiều,Nhiễm trùng vết mổ sau phẫu thuật,2024-04-19
SRV123306,PET107499,2023-05-26 02:13:26,Hôi miệng kinh khủng - nướu sưng tấy,Viêm mống mắt - cần chỉ định nhanh,2023-06-25
SRV76826,PET50873,2022-02-23 23:32:32,Bụng căng như quả bóng - đau nhiều,Viêm dạ dày ruột cấp do vi khuẩn,2022-03-15
SRV98030,PET88312,2021-02-18 17:51:12,Ngứa dữ dội - chảy máu tai từ gãi,Nhiễm trùng vết mổ sau phẫu thuật,2021-03-04
SRV169792,PET78778,2022-06-26 07:02:07,Mắt đỏ - phù nề - khó mở mắt,Suy thận cấp - cần xét nghiệm ngay,2022-07-12
SRV15792,PET58796,2022-04-05 13:02:26,Mắt đỏ - phù nề - khó mở mắt,Suy thận cấp - cần xét nghiệm ngay,2022-04-12
SRV152188,PET101817,2024-11-02 13:27:56,Tê liệt mặt - miệng méo,Xuất huyết nội bộ - cấp cứu,2024-11-25
SRV11480,PET68024,2023-05-17 21:23:41,Hôi miệng kinh khủng - nướu sưng tấy,Thiếu máu do sốc mất máu hoặc ký sinh,2023-06-03
SRV67244,PET55597,2023-08-20 10:26:47,Mắt đỏ - phù nề - khó mở mắt,Viêm đường hô hấp cấp tính,2023-08-31
SRV119510,PET91899,2021-03-18 07:39:54,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tai ngoài do nấm Malassezia,2021-04-13
SRV65797,PET02920,2022-11-14 11:50:05,Mắt đỏ - phù nề - khó mở mắt,Thiếu máu do sốc mất máu hoặc ký sinh,2022-12-03
SRV197078,PET36552,2021-07-30 02:44:20,Mắt đỏ - phù nề - khó mở mắt,Viêm đường hô hấp cấp tính,2021-08-23
SRV108710,PET36886,2021-08-13 17:55:44,Chảy máu cam liên tục - nước tiểu đỏ,Viêm đường hô hấp cấp tính,2021-08-17
SRV194437,PET83910,2021-08-22 23:10:41,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tổn thương thần kinh ngoại biên,2021-08-27
SRV82421,PET14040,2021-03-04 19:28:19,Lờ đờ - mất sinh lực,Chấn thương cột sống lưng thắt lưng,2021-04-01
SRV139713,PET47530,2024-03-28 09:44:09,Lờ đờ - mất sinh lực,Suy thận cấp - cần xét nghiệm ngay,2024-04-12
SRV71370,PET25632,2022-08-23 02:56:06,Chảy máu cam liên tục - nước tiểu đỏ,Viêm dạ dày ruột cấp do vi khuẩn,2022-09-02
SRV60107,PET82859,2022-11-16 23:54:14,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2022-12-13
SRV116865,PET56431,2021-09-05 14:52:33,Ho kéo dài - khó thở - chảy nước mũi,Viêm dạ dày ruột cấp do vi khuẩn,2021-09-13
SRV133158,PET73291,2021-01-06 05:28:00,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Bệnh đĩa đệm (bệnh IVDD),2021-01-30
SRV1903,PET86859,2024-10-17 23:54:47,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2024-11-03
SRV6975,PET119073,2024-02-10 16:17:44,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm mống mắt - cần chỉ định nhanh,2024-02-24
SRV53498,PET72315,2021-04-05 22:45:09,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2021-04-21
SRV127055,PET56884,2023-06-09 00:48:54,Lờ đờ - mất sinh lực,Chấn thương cột sống lưng thắt lưng,2023-06-18
SRV81304,PET62470,2024-07-19 21:18:57,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-08-16
SRV47243,PET105399,2022-08-11 17:13:46,Ngứa dữ dội - chảy máu tai từ gãi,Viêm mống mắt - cần chỉ định nhanh,2022-08-25
SRV69460,PET115333,2024-08-26 08:39:21,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2024-09-01
SRV107301,PET23393,2023-03-11 19:24:11,Chảy máu cam liên tục - nước tiểu đỏ,Virus Parvovirus (parvo) - nguy hiểm,2023-04-04
SRV129021,PET33734,2023-09-21 21:55:04,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2023-10-03
SRV80228,PET39288,2021-05-17 08:41:22,Lờ đờ - mất sinh lực,Viêm tụy cấp (Pancreatitis),2021-06-07
SRV197703,PET07307,2022-11-11 12:08:39,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2022-11-30
SRV6421,PET07256,2023-12-31 00:12:19,Ngứa dữ dội - chảy máu tai từ gãi,Viêm đường hô hấp cấp tính,2024-01-30
SRV59925,PET110361,2023-01-09 09:24:43,Lờ đờ - mất sinh lực,Nhiễm trùng vết mổ sau phẫu thuật,2023-02-02
SRV174993,PET47343,2021-02-27 08:28:32,Chảy máu cam liên tục - nước tiểu đỏ,Tổn thương thần kinh ngoại biên,2021-03-26
SRV27077,PET20181,2021-06-02 19:16:13,Mắt đỏ - phù nề - khó mở mắt,Thiếu máu do sốc mất máu hoặc ký sinh,2021-06-27
SRV89192,PET78097,2024-07-19 15:18:41,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2024-07-26
SRV77090,PET44665,2024-07-02 15:38:25,Ngứa dữ dội - chảy máu tai từ gãi,Viêm tai ngoài do nấm Malassezia,2024-07-13
SRV13290,PET60002,2022-08-27 01:44:19,Ngứa dữ dội - chảy máu tai từ gãi,Viêm dạ dày ruột cấp do vi khuẩn,2022-08-29
SRV67933,PET38627,2023-06-25 04:23:55,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2023-07-23
SRV33477,PET23594,2021-05-15 20:38:07,Liệt chi sau - không đứng được,Xuất huyết nội bộ - cấp cứu,2021-06-10
SRV93563,PET117292,2021-12-21 00:28:35,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Chấn thương cột sống lưng thắt lưng,2021-12-29
SRV121323,PET86976,2021-02-17 21:42:31,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2021-03-18
SRV130153,PET17421,2022-02-15 10:00:09,Tê liệt mặt - miệng méo,Viêm mống mắt - cần chỉ định nhanh,2022-03-16
SRV56113,PET93467,2024-04-01 18:33:04,Ho kéo dài - khó thở - chảy nước mũi,Viêm tụy cấp (Pancreatitis),2024-04-25
SRV50849,PET114482,2024-03-25 05:53:47,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2024-04-12
SRV188929,PET67198,2021-06-10 22:47:11,Bụng căng như quả bóng - đau nhiều,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-06-29
SRV194534,PET60242,2024-04-07 01:20:49,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2024-04-28
SRV67618,PET51898,2022-09-11 20:09:18,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Virus Parvovirus (parvo) - nguy hiểm,2022-09-27
SRV178799,PET45805,2024-09-06 08:28:09,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tai ngoài do nấm Malassezia,2024-09-20
SRV38285,PET117144,2022-07-05 06:16:07,Tê liệt mặt - miệng méo,Tổn thương thần kinh ngoại biên,2022-07-24
SRV128361,PET09260,2021-01-22 10:50:48,Bụng căng như quả bóng - đau nhiều,Viêm đường hô hấp cấp tính,2021-02-16
SRV164526,PET30835,2021-04-07 21:04:57,Lờ đờ - mất sinh lực,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-05-01
SRV66646,PET18747,2024-06-28 21:38:10,Chảy máu cam liên tục - nước tiểu đỏ,Tổn thương thần kinh ngoại biên,2024-07-19
SRV152441,PET99487,2023-05-22 05:09:44,Ho kéo dài - khó thở - chảy nước mũi,Viêm tụy cấp (Pancreatitis),2023-06-15
SRV18426,PET02504,2022-01-18 09:45:09,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2022-01-23
SRV4640,PET61252,2021-09-08 16:12:15,Mắt đỏ - phù nề - khó mở mắt,Thiếu máu do sốc mất máu hoặc ký sinh,2021-10-04
SRV91975,PET46081,2022-02-01 12:18:51,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2022-02-23
SRV12337,PET112141,2024-05-18 12:09:50,Ho kéo dài - khó thở - chảy nước mũi,Chấn thương cột sống lưng thắt lưng,2024-06-10
SRV42785,PET88708,2021-08-26 19:34:45,Ngứa dữ dội - chảy máu tai từ gãi,Viêm mống mắt - cần chỉ định nhanh,2021-08-31
SRV146222,PET92403,2024-01-18 08:11:18,Hôi miệng kinh khủng - nướu sưng tấy,Xuất huyết nội bộ - cấp cứu,2024-01-24
SRV104808,PET93715,2024-11-24 16:22:56,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Virus Parvovirus (parvo) - nguy hiểm,2024-12-01
SRV28298,PET96278,2022-06-04 20:25:45,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-06-17
SRV88777,PET72848,2023-03-19 19:25:02,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm tụy cấp (Pancreatitis),2023-03-20
SRV194316,PET06924,2023-04-04 01:25:15,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm tai ngoài do nấm Malassezia,2023-04-10
SRV85416,PET86845,2021-02-20 05:36:46,Ho kéo dài - khó thở - chảy nước mũi,Tắc đường tiêu hóa hoặc xoắn dạ dày,2021-03-10
SRV30318,PET62841,2022-05-06 13:06:50,Lờ đờ - mất sinh lực,Viêm dạ dày ruột cấp do vi khuẩn,2022-05-13
SRV143227,PET17546,2021-01-13 20:13:44,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Xuất huyết nội bộ - cấp cứu,2021-02-01
SRV143125,PET24888,2022-05-24 22:48:55,Bụng căng như quả bóng - đau nhiều,Virus Parvovirus (parvo) - nguy hiểm,2022-06-09
SRV155863,PET66496,2023-09-16 03:47:31,Hôi miệng kinh khủng - nướu sưng tấy,Viêm tụy cấp (Pancreatitis),2023-10-12
SRV173338,PET26737,2021-09-02 09:08:57,Tê liệt mặt - miệng méo,Nhiễm trùng vết mổ sau phẫu thuật,2021-09-16
SRV141903,PET31940,2022-08-20 12:03:33,Lờ đờ - mất sinh lực,Bệnh nha chu giai đoạn cuối,2022-09-11
SRV49748,PET15994,2022-05-06 23:28:59,Tê liệt mặt - miệng méo,Tổn thương thần kinh ngoại biên,2022-05-20
SRV46059,PET11717,2022-12-21 15:22:01,Mắt đỏ - phù nề - khó mở mắt,Tổn thương thần kinh ngoại biên,2022-12-23
SRV51360,PET95010,2021-09-26 19:09:03,Bụng căng như quả bóng - đau nhiều,Bệnh nha chu giai đoạn cuối,2021-10-17
SRV195959,PET00362,2022-09-03 22:48:10,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2022-09-05
SRV91052,PET18500,2023-06-23 00:25:45,Bụng căng như quả bóng - đau nhiều,Bệnh nha chu giai đoạn cuối,2023-07-11
SRV81361,PET90247,2021-03-01 08:54:12,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tổn thương thần kinh ngoại biên,2021-03-06
SRV49063,PET61950,2023-01-07 23:36:17,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2023-02-02
SRV104096,PET02885,2022-05-14 17:43:22,Mắt đỏ - phù nề - khó mở mắt,Suy thận cấp - cần xét nghiệm ngay,2022-05-22
SRV179030,PET97757,2024-05-10 08:24:41,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Nhiễm trùng vết mổ sau phẫu thuật,2024-05-27
SRV127547,PET118586,2021-07-22 15:27:15,Ngứa dữ dội - chảy máu tai từ gãi,Viêm mống mắt - cần chỉ định nhanh,2021-08-07
SRV144561,PET98241,2024-11-01 12:10:56,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Nhiễm trùng vết mổ sau phẫu thuật,2024-11-06
SRV30421,PET21456,2024-04-16 21:52:38,Mắt đỏ - phù nề - khó mở mắt,Viêm đường hô hấp cấp tính,2024-05-10
SRV0429,PET14069,2024-12-13 15:19:54,Chảy máu cam liên tục - nước tiểu đỏ,Virus Parvovirus (parvo) - nguy hiểm,2024-12-28
SRV6281,PET102016,2022-05-05 22:02:20,Mắt đỏ - phù nề - khó mở mắt,Viêm đường hô hấp cấp tính,2022-06-01
SRV182158,PET28008,2022-03-04 12:14:25,Mắt đỏ - phù nề - khó mở mắt,Viêm đường hô hấp cấp tính,2022-04-02
SRV166381,PET119697,2024-01-31 14:32:35,Chảy máu cam liên tục - nước tiểu đỏ,Thiếu máu do sốc mất máu hoặc ký sinh,2024-03-01
SRV39535,PET44390,2024-11-03 20:37:38,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2024-12-01
SRV6284,PET41948,2021-01-09 03:49:47,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Nhiễm trùng vết mổ sau phẫu thuật,2021-01-29
SRV9904,PET38550,2022-11-04 12:38:05,Lờ đờ - mất sinh lực,Bệnh nha chu giai đoạn cuối,2022-11-28
SRV51410,PET113503,2024-09-26 01:03:16,Liệt chi sau - không đứng được,Tắc đường tiêu hóa hoặc xoắn dạ dày,2024-10-02
SRV154650,PET09817,2022-07-27 00:35:12,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Viêm dạ dày ruột cấp do vi khuẩn,2022-08-22
SRV144606,PET80114,2023-08-13 16:27:30,Tiêu chảy nặng - nôn - bỏ ăn hoàn toàn,Viêm dạ dày ruột cấp do vi khuẩn,2023-09-05
SRV74893,PET108549,2022-10-03 03:21:18,Liệt chi sau - không đứng được,Virus Parvovirus (parvo) - nguy hiểm,2022-10-16
SRV30620,PET26408,2024-11-02 12:03:58,Liệt chi sau - không đứng được,Bệnh nha chu giai đoạn cuối,2024-11-16
SRV110486,PET20072,2023-10-08 18:28:02,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Chấn thương cột sống lưng thắt lưng,2023-10-19
SRV181163,PET41674,2024-11-26 22:00:55,Ngứa dữ dội - chảy máu tai từ gãi,Virus Parvovirus (parvo) - nguy hiểm,2024-12-20
SRV178581,PET62317,2023-02-04 10:40:31,Chảy máu cam liên tục - nước tiểu đỏ,Tắc đường tiêu hóa hoặc xoắn dạ dày,2023-03-06
SRV59184,PET50260,2021-05-31 13:09:39,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Thiếu máu do sốc mất máu hoặc ký sinh,2021-06-14
SRV76511,PET34089,2022-08-02 12:24:46,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Tắc đường tiêu hóa hoặc xoắn dạ dày,2022-08-15
SRV184639,PET01706,2024-07-08 10:14:40,Ngứa dữ dội - chảy máu tai từ gãi,Nhiễm trùng vết mổ sau phẫu thuật,2024-07-19
SRV56306,PET54605,2024-06-13 19:28:42,Ngứa dữ dội - chảy máu tai từ gãi,Viêm đường hô hấp cấp tính,2024-07-05
SRV107119,PET02489,2023-10-17 00:10:20,Liệt chi sau - không đứng được,Thiếu máu do sốc mất máu hoặc ký sinh,2023-11-11
SRV164123,PET68553,2022-09-02 14:15:57,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Bệnh nha chu giai đoạn cuối,2022-09-18
SRV94463,PET69248,2023-09-30 17:55:28,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Viêm đường hô hấp cấp tính,2023-10-11
SRV137570,PET95597,2023-12-12 04:02:35,Bụng căng như quả bóng - đau nhiều,Nhiễm trùng vết mổ sau phẫu thuật,2023-12-29
SRV29556,PET28609,2022-12-03 20:01:14,Ho kéo dài - khó thở - chảy nước mũi,Viêm mống mắt - cần chỉ định nhanh,2022-12-20
SRV165596,PET75642,2023-04-24 00:05:09,Lờ đờ - mất sinh lực,Viêm mống mắt - cần chỉ định nhanh,2023-05-21
SRV16057,PET105713,2024-10-13 20:13:36,Chảy máu cam liên tục - nước tiểu đỏ,Xuất huyết nội bộ - cấp cứu,2024-11-11
SRV172609,PET71107,2022-07-15 19:03:48,Hôi miệng kinh khủng - nướu sưng tấy,Suy thận cấp - cần xét nghiệm ngay,2022-07-25
SRV51364,PET29907,2021-11-10 15:38:27,Bụng căng như quả bóng - đau nhiều,Viêm mống mắt - cần chỉ định nhanh,2021-12-05
SRV129782,PET19890,2021-07-27 09:11:11,Ngứa dữ dội - chảy máu tai từ gãi,Tổn thương thần kinh ngoại biên,2021-08-14
SRV128997,PET46747,2024-11-21 10:29:14,Vết mổ sưng - chảy máu - sốc nhiễm trùng,Suy thận cấp - cần xét nghiệm ngay,2024-11-28
SRV127496,PET109661,2024-07-12 02:45:06,Chảy máu cam liên tục - nước tiểu đỏ,Viêm tai ngoài do nấm Malassezia,2024-08-02
SRV155639,PET27107,2023-10-02 10:45:40,Ho kéo dài - khó thở - chảy nước mũi,Tổn thương thần kinh ngoại biên,2023-10-27
SRV85775,PET114004,2022-08-23 22:25:46,Sốt cao (38-39°C) - bỏ ăn - mệt mỏi,Tổn thương thần kinh ngoại biên,2022-09-14
