ServiceID,ServiceName,ServiceDescription,DID
SRV0262,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0032
SRV0263,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0028
SRV0264,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0060
SRV0265,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0021
SRV0266,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0103
SRV0267,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0045
SRV0268,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0040
SRV0269,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0102
SRV0270,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0043
SRV0271,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0062
SRV0272,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0065
SRV0273,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0100
SRV0274,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0106
SRV0275,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0058
SRV0276,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV0277,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0061
SRV0278,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0094
SRV0279,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0061
SRV0280,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0064
SRV0281,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0065
SRV0282,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0119
SRV0283,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0018
SRV0284,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0077
SRV0285,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0001
SRV0286,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0046
SRV0287,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0112
SRV0288,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0025
SRV0289,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0096
SRV0290,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0065
SRV0291,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0032
SRV0292,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0033
SRV0293,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0105
SRV0294,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0009
SRV0295,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0010
SRV0296,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0108
SRV0297,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0049
SRV0298,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0080
SRV0299,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0060
SRV0300,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0091
SRV0301,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0011
SRV0302,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0093
SRV0303,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0045
SRV0304,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0108
SRV0305,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0041
SRV0306,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0004
SRV0307,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0117
SRV0308,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0087
SRV0309,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0005
SRV0310,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0041
SRV0311,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0092
SRV0312,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0059
SRV0313,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0010
SRV0314,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0088
SRV0315,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0046
SRV0316,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0049
SRV0317,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0100
SRV0318,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0063
SRV0319,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0106
SRV0320,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0033
SRV0321,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0069
SRV0322,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0023
SRV0323,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0058
SRV0324,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0046
SRV0325,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0038
SRV0326,Khám ngoại khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0086
SRV0327,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0076
SRV0328,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0014
SRV0329,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0119
SRV0330,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0102
SRV0331,Chụp X-quang,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0075
SRV0332,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0079
SRV0333,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0101
SRV0334,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0040
SRV0335,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0038
SRV0336,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0084
SRV0337,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0100
SRV0338,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0056
SRV0339,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0113
SRV0340,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0114
SRV0341,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0006
SRV0342,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0106
SRV0343,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0080
SRV0344,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0089
SRV0345,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0068
SRV0346,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0099
SRV0347,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0064
SRV0348,Tiêm vắc-xin phòng dại,Tiêm vắc - xin phòng bệnh theo lịch,E0091
SRV0349,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV0350,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0095
SRV0351,Gói tiêm phòng hàng năm,Gói tiêm phòng đầy đủ với ưu đãi,E0077
SRV0352,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0025
SRV0353,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0032
SRV0354,Phẫu thuật xương khớp,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0117
SRV0355,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0087
SRV0356,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0073
SRV0357,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0088
SRV0358,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0003
SRV0359,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0103
SRV0360,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0083
SRV0361,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0047
SRV0362,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0027
SRV0363,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0065
SRV0364,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0093
SRV0365,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0062
SRV0366,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0093
SRV0367,Xét nghiệm máu,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0033
SRV0368,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0054
SRV0369,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0099
SRV0370,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0091
SRV0371,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0115
SRV0372,Phẫu thuật tai,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0011
SRV0373,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0005
SRV0374,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0093
SRV0375,Phẫu thuật chỉnh hình,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0049
SRV0376,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0105
SRV0377,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0039
SRV0378,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0099
SRV0379,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0093
SRV0380,Khám nội khoa,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0026
SRV0381,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0066
SRV0382,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0092
SRV0383,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0108
SRV0384,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0059
SRV0385,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0075
SRV0386,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0100
SRV0387,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0068
SRV0388,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0075
SRV0389,Phẫu thuật cắt bỏ u,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0002
SRV0390,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0048
SRV0391,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0019
SRV0392,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0102
SRV0393,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0054
SRV0394,Phẫu thuật triệt sản cái,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0005
SRV0395,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0045
SRV0396,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0039
SRV0397,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0113
SRV0398,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0010
SRV0399,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0088
SRV0400,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0021
SRV0401,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0071
SRV0402,Khám hậu phục hồi,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0057
SRV0403,Phẫu thuật mắt,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0004
SRV0404,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0027
SRV0405,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0086
SRV0406,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0111
SRV0407,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0116
SRV0408,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0035
SRV0409,Gói tiêm phòng cho mèo con,Gói tiêm phòng đầy đủ với ưu đãi,E0024
SRV0410,Tiêm vắc-xin 4 bệnh mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0116
SRV0411,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0096
SRV0412,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0087
SRV0413,Tiêm phòng cho thỏ,Tiêm vắc - xin phòng bệnh theo lịch,E0081
SRV0414,Phẫu thuật tiêu hóa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0103
SRV0415,Phẫu thuật nội soi,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0094
SRV0416,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0048
SRV0417,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0012
SRV0418,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0083
SRV0419,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0071
SRV0420,Khám tim mạch,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0077
SRV0421,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0082
SRV0422,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0115
SRV0423,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0063
SRV0424,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0019
SRV0425,Tiêm vắc-xin Care,Tiêm vắc - xin phòng bệnh theo lịch,E0109
SRV0426,Phẫu thuật nha khoa,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0038
SRV0427,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0009
SRV0428,Gói tiêm phòng cơ bản cho chó con,Gói tiêm phòng đầy đủ với ưu đãi,E0050
SRV0429,Khám tổng quát cơ bản,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0037
SRV0430,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0117
SRV0431,Tiêm vắc-xin FIP mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0104
SRV0432,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0099
SRV0433,Tiêm nhắc lại hàng năm,Tiêm vắc - xin phòng bệnh theo lịch,E0044
SRV0434,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0041
SRV0435,Khám thai cho thú cưng,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0114
SRV0436,Phẫu thuật cấp cứu,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0118
SRV0437,Khám nha khoa thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0068
SRV0438,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0064
SRV0439,Khám chẩn đoán bệnh,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0069
SRV0440,Tiêm vắc-xin Parvo,Tiêm vắc - xin phòng bệnh theo lịch,E0085
SRV0441,Khám sàng lọc định kỳ,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0030
SRV0442,Tiêm vắc-xin Leukemia mèo,Tiêm vắc - xin phòng bệnh theo lịch,E0056
SRV0443,Tiêm vắc-xin 5 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0032
SRV0444,Gói tiêm phòng đầy đủ cho mèo,Gói tiêm phòng đầy đủ với ưu đãi,E0007
SRV0445,Khám mắt thú y,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0086
SRV0446,Khám sau phẫu thuật,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0038
SRV0447,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0025
SRV0448,Tiêm vắc-xin 7 bệnh chó,Tiêm vắc - xin phòng bệnh theo lịch,E0116
SRV0449,Khám xương khớp,Khám sức khỏe tổng thể - kiểm tra thể trạng thú cưng,E0094
SRV0450,Gói tiêm phòng nâng cao Premium,Gói tiêm phòng đầy đủ với ưu đãi,E0059
SRV0451,Gói tiêm phòng đầy đủ cho chó,Gói tiêm phòng đầy đủ với ưu đãi,E0030
SRV0452,Phẫu thuật mổ đẻ,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0100
SRV0453,Phẫu thuật triệt sản đực,Phẫu thuật chuyên khoa với trang thiết bị hiện đại,E0068
