SurgeryID,PetID,PrescriptionID,SurgeryStatus,SurgeryType,AnesthesiaType,SurgeryDate,DiagnosisNote
SRV74471,PET29764,PRSC026949,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-07-02 22:20:10,Phẫu thuật theo chỉ định bác sĩ
SRV131459,PET12844,PRSC009077,Đã thực hiện,Mổ bụng,Gây tê,2022-06-07 01:33:21,Phẫu thuật theo chỉ định bác sĩ
SRV72206,PET57973,PRSC049269,Đã thực hiện,Mổ u,Gây tê,2024-03-31 23:03:21,Phẫu thuật theo chỉ định bác sĩ
SRV135950,PET74809,PRSC055837,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-08-07 22:09:23,Phẫu thuật theo chỉ định bác sĩ
SRV109505,PET108584,PRSC016506,Đã thực hiện,Thiến,Gây mê toàn thân,2023-02-01 05:27:08,Phẫu thuật theo chỉ định bác sĩ
SRV121406,PET93490,PRSC046210,Đang theo dõi,Nội soi,Gây tê,2022-09-10 09:34:37,Phẫu thuật theo chỉ định bác sĩ
SRV140234,PET59037,PRSC056631,Đã thực hiện,Mổ u,Gây tê,2023-05-08 13:36:17,Phẫu thuật theo chỉ định bác sĩ
SRV165283,PET41808,PRSC002147,Đã thực hiện,Thiến,Gây tê,2022-07-31 07:23:25,Phẫu thuật theo chỉ định bác sĩ
SRV157586,PET23022,PRSC003588,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-04-09 17:31:30,Phẫu thuật theo chỉ định bác sĩ
SRV144333,PET82991,PRSC070889,Đang theo dõi,Thiến,Gây tê,2022-10-13 18:07:22,Phẫu thuật theo chỉ định bác sĩ
SRV64958,PET114276,PRSC013126,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-02-04 07:42:51,Phẫu thuật theo chỉ định bác sĩ
SRV145139,PET27922,PRSC056503,Đang theo dõi,Thiến,Gây tê,2021-09-12 19:36:33,Phẫu thuật theo chỉ định bác sĩ
SRV85676,PET103904,PRSC024871,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-01-03 15:24:54,Phẫu thuật theo chỉ định bác sĩ
SRV188564,PET77650,PRSC028070,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-07-08 22:46:27,Phẫu thuật theo chỉ định bác sĩ
SRV156138,PET99860,PRSC039644,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-10-26 06:28:58,Phẫu thuật theo chỉ định bác sĩ
SRV148208,PET18697,PRSC017296,Đang theo dõi,Thiến,Gây mê toàn thân,2022-11-18 04:48:01,Phẫu thuật theo chỉ định bác sĩ
SRV163310,PET30087,PRSC038905,Đã thực hiện,Mổ u,Gây tê,2021-01-07 12:13:32,Phẫu thuật theo chỉ định bác sĩ
SRV153827,PET51321,PRSC018411,Đã thực hiện,Nội soi,Gây mê toàn thân,2022-12-13 02:54:46,Phẫu thuật theo chỉ định bác sĩ
SRV179531,PET62420,PRSC024138,Đang theo dõi,Nội soi,Gây tê,2022-10-07 15:32:11,Phẫu thuật theo chỉ định bác sĩ
SRV134959,PET107026,PRSC002248,Đã thực hiện,Thiến,Gây mê toàn thân,2021-06-03 14:54:49,Phẫu thuật theo chỉ định bác sĩ
SRV99574,PET48976,PRSC003929,Đã thực hiện,Thiến,Gây mê toàn thân,2022-03-15 19:14:53,Phẫu thuật theo chỉ định bác sĩ
SRV166200,PET47040,PRSC053495,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-06-06 13:01:24,Phẫu thuật theo chỉ định bác sĩ
SRV98106,PET43013,PRSC023434,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-09-06 19:15:41,Phẫu thuật theo chỉ định bác sĩ
SRV185782,PET31910,PRSC017240,Đang theo dõi,Nội soi,Gây tê,2024-04-13 05:35:56,Phẫu thuật theo chỉ định bác sĩ
SRV195738,PET95147,PRSC070060,Đang theo dõi,Nội soi,Gây tê,2024-09-30 05:17:07,Phẫu thuật theo chỉ định bác sĩ
SRV40323,PET88772,PRSC006638,Đang theo dõi,Nội soi,Gây tê,2021-12-18 14:46:51,Phẫu thuật theo chỉ định bác sĩ
SRV116336,PET102955,PRSC021298,Đang theo dõi,Nội soi,Gây mê toàn thân,2023-06-17 00:33:05,Phẫu thuật theo chỉ định bác sĩ
SRV173716,PET61944,PRSC072498,Đã thực hiện,Nội soi,Gây tê,2023-09-26 18:30:53,Phẫu thuật theo chỉ định bác sĩ
SRV115171,PET53485,PRSC016840,Đang theo dõi,Thiến,Gây mê toàn thân,2023-04-11 08:07:55,Phẫu thuật theo chỉ định bác sĩ
SRV13737,PET11632,PRSC036644,Đang theo dõi,Thiến,Gây mê toàn thân,2024-06-19 16:38:23,Phẫu thuật theo chỉ định bác sĩ
SRV49028,PET03025,PRSC037604,Đã thực hiện,Mổ u,Gây tê,2021-03-08 23:04:10,Phẫu thuật theo chỉ định bác sĩ
SRV48836,PET62311,PRSC023110,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-10-03 01:26:16,Phẫu thuật theo chỉ định bác sĩ
SRV25161,PET93545,PRSC011336,Đã thực hiện,Nội soi,Gây tê,2024-06-22 08:19:41,Phẫu thuật theo chỉ định bác sĩ
SRV125619,PET20227,PRSC051346,Đã thực hiện,Thiến,Gây tê,2022-05-21 22:00:51,Phẫu thuật theo chỉ định bác sĩ
SRV100987,PET04092,PRSC008332,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2021-08-18 08:42:45,Phẫu thuật theo chỉ định bác sĩ
SRV173964,PET96769,PRSC052362,Đang theo dõi,Mổ u,Gây mê toàn thân,2022-12-09 08:13:41,Phẫu thuật theo chỉ định bác sĩ
SRV38275,PET27137,PRSC073545,Đang theo dõi,Nội soi,Gây tê,2024-01-20 22:58:32,Phẫu thuật theo chỉ định bác sĩ
SRV56213,PET49125,PRSC071952,Đang theo dõi,Thiến,Gây tê,2023-12-06 08:25:47,Phẫu thuật theo chỉ định bác sĩ
SRV38030,PET99975,PRSC018202,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-01-01 10:22:51,Phẫu thuật theo chỉ định bác sĩ
SRV179784,PET58103,PRSC054289,Đã thực hiện,Thiến,Gây mê toàn thân,2022-04-14 03:39:54,Phẫu thuật theo chỉ định bác sĩ
SRV79212,PET85333,PRSC023925,Đang theo dõi,Thiến,Gây tê,2023-07-28 03:13:52,Phẫu thuật theo chỉ định bác sĩ
SRV63033,PET103256,PRSC065365,Đang theo dõi,Mổ u,Gây tê,2023-04-04 20:54:34,Phẫu thuật theo chỉ định bác sĩ
SRV99560,PET67157,PRSC027279,Đã thực hiện,Nội soi,Gây mê toàn thân,2022-08-15 07:19:57,Phẫu thuật theo chỉ định bác sĩ
SRV74165,PET53005,PRSC000298,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-11-07 04:59:25,Phẫu thuật theo chỉ định bác sĩ
SRV101609,PET44233,PRSC019972,Đã thực hiện,Mổ bụng,Gây tê,2021-08-18 06:12:47,Phẫu thuật theo chỉ định bác sĩ
SRV23790,PET46629,PRSC052525,Đang theo dõi,Mổ u,Gây tê,2022-07-14 01:48:13,Phẫu thuật theo chỉ định bác sĩ
SRV14442,PET52417,PRSC028228,Đang theo dõi,Mổ u,Gây tê,2023-04-04 08:38:25,Phẫu thuật theo chỉ định bác sĩ
SRV161981,PET31445,PRSC000064,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-03-31 22:02:19,Phẫu thuật theo chỉ định bác sĩ
SRV144499,PET48720,PRSC016843,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2021-11-19 23:54:16,Phẫu thuật theo chỉ định bác sĩ
SRV12578,PET04865,PRSC079369,Đang theo dõi,Thiến,Gây mê toàn thân,2023-05-04 15:47:48,Phẫu thuật theo chỉ định bác sĩ
SRV147533,PET01958,PRSC040246,Đã thực hiện,Thiến,Gây tê,2024-10-05 00:18:30,Phẫu thuật theo chỉ định bác sĩ
SRV72866,PET22553,PRSC065854,Đang theo dõi,Thiến,Gây mê toàn thân,2024-08-28 04:24:38,Phẫu thuật theo chỉ định bác sĩ
SRV198267,PET06279,PRSC059560,Đã thực hiện,Mổ bụng,Gây tê,2022-11-16 01:06:44,Phẫu thuật theo chỉ định bác sĩ
SRV184764,PET75365,PRSC071842,Đang theo dõi,Mổ bụng,Gây tê,2024-06-17 18:02:40,Phẫu thuật theo chỉ định bác sĩ
SRV134259,PET64407,PRSC072215,Đang theo dõi,Mổ u,Gây mê toàn thân,2023-04-07 22:04:28,Phẫu thuật theo chỉ định bác sĩ
SRV77021,PET07949,PRSC008802,Đang theo dõi,Thiến,Gây mê toàn thân,2021-02-19 02:18:39,Phẫu thuật theo chỉ định bác sĩ
SRV150005,PET66694,PRSC055311,Đang theo dõi,Thiến,Gây tê,2023-07-04 09:59:26,Phẫu thuật theo chỉ định bác sĩ
SRV28182,PET65536,PRSC062314,Đang theo dõi,Thiến,Gây tê,2021-06-26 12:15:06,Phẫu thuật theo chỉ định bác sĩ
SRV17211,PET51291,PRSC010510,Đã thực hiện,Thiến,Gây mê toàn thân,2022-09-16 18:18:42,Phẫu thuật theo chỉ định bác sĩ
SRV82766,PET06411,PRSC043550,Đang theo dõi,Thiến,Gây tê,2022-01-11 14:18:24,Phẫu thuật theo chỉ định bác sĩ
SRV152355,PET113409,PRSC066062,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-02-17 13:03:11,Phẫu thuật theo chỉ định bác sĩ
SRV73340,PET87119,PRSC000565,Đã thực hiện,Thiến,Gây tê,2023-01-26 05:38:04,Phẫu thuật theo chỉ định bác sĩ
SRV135185,PET34431,PRSC044235,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-07-08 11:02:00,Phẫu thuật theo chỉ định bác sĩ
SRV26229,PET00771,PRSC050533,Đang theo dõi,Nội soi,Gây mê toàn thân,2024-11-20 10:00:37,Phẫu thuật theo chỉ định bác sĩ
SRV61363,PET49039,PRSC002260,Đã thực hiện,Mổ bụng,Gây tê,2022-01-12 00:57:33,Phẫu thuật theo chỉ định bác sĩ
SRV115618,PET21984,PRSC023510,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2022-03-08 21:35:28,Phẫu thuật theo chỉ định bác sĩ
SRV3961,PET114379,PRSC006613,Đang theo dõi,Thiến,Gây mê toàn thân,2022-09-16 17:49:58,Phẫu thuật theo chỉ định bác sĩ
SRV82423,PET101296,PRSC075468,Đã thực hiện,Mổ u,Gây tê,2022-04-30 07:48:40,Phẫu thuật theo chỉ định bác sĩ
SRV103065,PET109074,PRSC039311,Đã thực hiện,Mổ bụng,Gây tê,2021-12-26 06:11:50,Phẫu thuật theo chỉ định bác sĩ
SRV22708,PET64212,PRSC073755,Đang theo dõi,Mổ bụng,Gây tê,2023-07-07 06:29:32,Phẫu thuật theo chỉ định bác sĩ
SRV99314,PET85103,PRSC079595,Đã thực hiện,Thiến,Gây mê toàn thân,2024-07-27 09:28:01,Phẫu thuật theo chỉ định bác sĩ
SRV45322,PET88401,PRSC041390,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-06-22 19:37:27,Phẫu thuật theo chỉ định bác sĩ
SRV172497,PET19792,PRSC070011,Đã thực hiện,Nội soi,Gây tê,2024-05-18 10:03:08,Phẫu thuật theo chỉ định bác sĩ
SRV127870,PET59133,PRSC001186,Đã thực hiện,Thiến,Gây mê toàn thân,2023-02-04 12:05:07,Phẫu thuật theo chỉ định bác sĩ
SRV168994,PET34985,PRSC017107,Đã thực hiện,Mổ u,Gây mê toàn thân,2022-09-11 11:50:53,Phẫu thuật theo chỉ định bác sĩ
SRV136271,PET22478,PRSC072001,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-09-18 23:20:05,Phẫu thuật theo chỉ định bác sĩ
SRV152035,PET22582,PRSC062823,Đã thực hiện,Thiến,Gây tê,2021-02-28 13:58:19,Phẫu thuật theo chỉ định bác sĩ
SRV198101,PET94125,PRSC039212,Đã thực hiện,Mổ u,Gây tê,2021-06-11 10:11:17,Phẫu thuật theo chỉ định bác sĩ
SRV8843,PET93054,PRSC004409,Đã thực hiện,Thiến,Gây mê toàn thân,2021-09-03 01:41:00,Phẫu thuật theo chỉ định bác sĩ
SRV109082,PET73676,PRSC057365,Đang theo dõi,Nội soi,Gây tê,2021-03-28 07:44:51,Phẫu thuật theo chỉ định bác sĩ
SRV111229,PET68378,PRSC011904,Đang theo dõi,Thiến,Gây mê toàn thân,2022-10-25 17:03:09,Phẫu thuật theo chỉ định bác sĩ
SRV62157,PET51636,PRSC072627,Đã thực hiện,Thiến,Gây tê,2023-06-11 02:27:03,Phẫu thuật theo chỉ định bác sĩ
SRV142741,PET36762,PRSC053679,Đang theo dõi,Mổ u,Gây mê toàn thân,2024-09-20 10:23:48,Phẫu thuật theo chỉ định bác sĩ
SRV141722,PET52489,PRSC024812,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-12-11 13:11:45,Phẫu thuật theo chỉ định bác sĩ
SRV160743,PET113938,PRSC010173,Đang theo dõi,Mổ u,Gây tê,2024-05-14 07:42:28,Phẫu thuật theo chỉ định bác sĩ
SRV81847,PET69966,PRSC048215,Đã thực hiện,Thiến,Gây tê,2023-09-24 01:04:16,Phẫu thuật theo chỉ định bác sĩ
SRV52051,PET09663,PRSC060982,Đã thực hiện,Thiến,Gây tê,2024-02-10 21:30:47,Phẫu thuật theo chỉ định bác sĩ
SRV185234,PET41100,PRSC005218,Đang theo dõi,Thiến,Gây tê,2023-05-16 05:58:49,Phẫu thuật theo chỉ định bác sĩ
SRV196094,PET86791,PRSC076836,Đã thực hiện,Thiến,Gây tê,2022-04-08 06:02:03,Phẫu thuật theo chỉ định bác sĩ
SRV24075,PET33795,PRSC057732,Đang theo dõi,Thiến,Gây mê toàn thân,2022-04-20 10:10:48,Phẫu thuật theo chỉ định bác sĩ
SRV106912,PET54778,PRSC038522,Đang theo dõi,Mổ bụng,Gây tê,2022-08-26 01:49:24,Phẫu thuật theo chỉ định bác sĩ
SRV165799,PET96749,PRSC017514,Đang theo dõi,Thiến,Gây mê toàn thân,2022-12-23 09:27:16,Phẫu thuật theo chỉ định bác sĩ
SRV169008,PET92901,PRSC059980,Đã thực hiện,Thiến,Gây tê,2024-03-03 17:16:19,Phẫu thuật theo chỉ định bác sĩ
SRV123328,PET53013,PRSC065778,Đang theo dõi,Nội soi,Gây mê toàn thân,2023-11-28 22:41:37,Phẫu thuật theo chỉ định bác sĩ
SRV141478,PET73435,PRSC076329,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-02-18 13:30:00,Phẫu thuật theo chỉ định bác sĩ
SRV199219,PET110046,PRSC074720,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-05-09 16:50:26,Phẫu thuật theo chỉ định bác sĩ
SRV152444,PET109806,PRSC016016,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2022-06-05 06:11:48,Phẫu thuật theo chỉ định bác sĩ
SRV131924,PET08494,PRSC044597,Đang theo dõi,Thiến,Gây tê,2023-11-24 01:44:57,Phẫu thuật theo chỉ định bác sĩ
SRV29366,PET52575,PRSC013686,Đã thực hiện,Mổ bụng,Gây tê,2024-07-10 02:47:16,Phẫu thuật theo chỉ định bác sĩ
SRV86271,PET38101,PRSC030765,Đã thực hiện,Thiến,Gây tê,2022-01-20 22:54:37,Phẫu thuật theo chỉ định bác sĩ
SRV89680,PET17735,PRSC025380,Đang theo dõi,Thiến,Gây mê toàn thân,2022-08-08 19:59:37,Phẫu thuật theo chỉ định bác sĩ
SRV139946,PET103815,PRSC054703,Đang theo dõi,Thiến,Gây tê,2022-08-27 10:05:35,Phẫu thuật theo chỉ định bác sĩ
SRV13876,PET48916,PRSC016201,Đang theo dõi,Thiến,Gây mê toàn thân,2022-08-24 21:17:51,Phẫu thuật theo chỉ định bác sĩ
SRV50530,PET37702,PRSC078416,Đã thực hiện,Thiến,Gây mê toàn thân,2024-05-10 14:26:13,Phẫu thuật theo chỉ định bác sĩ
SRV159535,PET43794,PRSC072469,Đang theo dõi,Mổ u,Gây mê toàn thân,2021-07-24 21:00:38,Phẫu thuật theo chỉ định bác sĩ
SRV21276,PET77238,PRSC012897,Đang theo dõi,Mổ u,Gây tê,2022-05-03 17:04:52,Phẫu thuật theo chỉ định bác sĩ
SRV30149,PET06619,PRSC002571,Đang theo dõi,Thiến,Gây mê toàn thân,2024-02-10 15:04:15,Phẫu thuật theo chỉ định bác sĩ
SRV149013,PET15563,PRSC030116,Đã thực hiện,Thiến,Gây tê,2021-09-17 07:43:02,Phẫu thuật theo chỉ định bác sĩ
SRV16074,PET95796,PRSC071232,Đang theo dõi,Nội soi,Gây tê,2021-06-16 23:44:43,Phẫu thuật theo chỉ định bác sĩ
SRV16104,PET86737,PRSC048965,Đã thực hiện,Mổ u,Gây mê toàn thân,2024-12-17 22:07:36,Phẫu thuật theo chỉ định bác sĩ
SRV105988,PET30753,PRSC039496,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-05-10 23:42:25,Phẫu thuật theo chỉ định bác sĩ
SRV36971,PET17242,PRSC050154,Đang theo dõi,Mổ u,Gây tê,2024-07-30 03:17:41,Phẫu thuật theo chỉ định bác sĩ
SRV102821,PET21795,PRSC061386,Đã thực hiện,Mổ bụng,Gây tê,2022-07-01 09:18:13,Phẫu thuật theo chỉ định bác sĩ
SRV61274,PET54249,PRSC070637,Đang theo dõi,Thiến,Gây mê toàn thân,2021-10-11 05:35:46,Phẫu thuật theo chỉ định bác sĩ
SRV4329,PET57190,PRSC002269,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-10-24 20:14:34,Phẫu thuật theo chỉ định bác sĩ
SRV45773,PET66995,PRSC063379,Đang theo dõi,Nội soi,Gây tê,2023-08-30 22:13:36,Phẫu thuật theo chỉ định bác sĩ
SRV134468,PET47929,PRSC046606,Đang theo dõi,Mổ bụng,Gây tê,2021-02-20 02:06:37,Phẫu thuật theo chỉ định bác sĩ
SRV51978,PET117382,PRSC013634,Đang theo dõi,Thiến,Gây tê,2024-02-09 17:20:44,Phẫu thuật theo chỉ định bác sĩ
SRV46297,PET95542,PRSC009988,Đã thực hiện,Mổ u,Gây tê,2023-01-28 21:48:58,Phẫu thuật theo chỉ định bác sĩ
SRV70287,PET01918,PRSC069518,Đã thực hiện,Thiến,Gây mê toàn thân,2024-04-23 00:00:48,Phẫu thuật theo chỉ định bác sĩ
SRV117250,PET59820,PRSC042169,Đã thực hiện,Thiến,Gây mê toàn thân,2021-12-25 05:06:49,Phẫu thuật theo chỉ định bác sĩ
SRV121895,PET102539,PRSC040334,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-08-16 10:21:21,Phẫu thuật theo chỉ định bác sĩ
SRV42398,PET41254,PRSC071915,Đã thực hiện,Thiến,Gây tê,2021-02-17 23:12:54,Phẫu thuật theo chỉ định bác sĩ
SRV164911,PET67993,PRSC058551,Đang theo dõi,Nội soi,Gây tê,2022-08-19 20:00:29,Phẫu thuật theo chỉ định bác sĩ
SRV162217,PET08453,PRSC006960,Đang theo dõi,Mổ bụng,Gây tê,2023-05-09 23:25:02,Phẫu thuật theo chỉ định bác sĩ
SRV198916,PET107474,PRSC038049,Đang theo dõi,Nội soi,Gây mê toàn thân,2023-11-17 07:18:13,Phẫu thuật theo chỉ định bác sĩ
SRV45438,PET64681,PRSC015090,Đã thực hiện,Mổ u,Gây tê,2022-08-15 06:40:29,Phẫu thuật theo chỉ định bác sĩ
SRV102823,PET44563,PRSC059466,Đang theo dõi,Nội soi,Gây mê toàn thân,2021-10-27 01:02:10,Phẫu thuật theo chỉ định bác sĩ
SRV113540,PET60366,PRSC052121,Đã thực hiện,Mổ u,Gây tê,2023-01-31 06:11:26,Phẫu thuật theo chỉ định bác sĩ
SRV6797,PET38454,PRSC046871,Đang theo dõi,Thiến,Gây tê,2022-08-21 06:17:25,Phẫu thuật theo chỉ định bác sĩ
SRV142782,PET107954,PRSC041923,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-03-09 10:16:31,Phẫu thuật theo chỉ định bác sĩ
SRV88418,PET60877,PRSC047998,Đang theo dõi,Mổ u,Gây tê,2022-12-11 19:56:46,Phẫu thuật theo chỉ định bác sĩ
SRV134219,PET51623,PRSC025356,Đang theo dõi,Thiến,Gây mê toàn thân,2023-10-01 13:21:59,Phẫu thuật theo chỉ định bác sĩ
SRV87546,PET42671,PRSC002089,Đã thực hiện,Thiến,Gây mê toàn thân,2021-04-06 17:58:47,Phẫu thuật theo chỉ định bác sĩ
SRV42601,PET118500,PRSC068778,Đã thực hiện,Nội soi,Gây tê,2023-07-19 15:32:59,Phẫu thuật theo chỉ định bác sĩ
SRV38127,PET96684,PRSC032996,Đã thực hiện,Mổ bụng,Gây tê,2023-02-06 12:46:45,Phẫu thuật theo chỉ định bác sĩ
SRV198069,PET51450,PRSC037622,Đã thực hiện,Mổ bụng,Gây tê,2021-11-03 18:01:36,Phẫu thuật theo chỉ định bác sĩ
SRV118794,PET57232,PRSC068836,Đã thực hiện,Nội soi,Gây tê,2022-06-27 00:17:59,Phẫu thuật theo chỉ định bác sĩ
SRV6040,PET103100,PRSC041278,Đang theo dõi,Nội soi,Gây tê,2023-09-28 13:41:55,Phẫu thuật theo chỉ định bác sĩ
SRV188647,PET32973,PRSC038946,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2024-07-04 19:49:13,Phẫu thuật theo chỉ định bác sĩ
SRV196023,PET26520,PRSC010683,Đang theo dõi,Nội soi,Gây mê toàn thân,2024-10-05 15:28:37,Phẫu thuật theo chỉ định bác sĩ
SRV178604,PET100673,PRSC011698,Đang theo dõi,Nội soi,Gây tê,2024-02-29 11:25:13,Phẫu thuật theo chỉ định bác sĩ
SRV178677,PET44231,PRSC044487,Đang theo dõi,Nội soi,Gây tê,2022-10-20 00:10:52,Phẫu thuật theo chỉ định bác sĩ
SRV126104,PET02042,PRSC031059,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-05-01 03:55:09,Phẫu thuật theo chỉ định bác sĩ
SRV164318,PET89783,PRSC067451,Đã thực hiện,Mổ bụng,Gây mê toàn thân,2023-11-08 02:11:15,Phẫu thuật theo chỉ định bác sĩ
SRV152246,PET113747,PRSC010752,Đang theo dõi,Thiến,Gây mê toàn thân,2021-09-02 16:01:12,Phẫu thuật theo chỉ định bác sĩ
SRV47699,PET57792,PRSC011997,Đã thực hiện,Mổ u,Gây tê,2023-02-14 22:57:27,Phẫu thuật theo chỉ định bác sĩ
SRV181410,PET27985,PRSC057157,Đang theo dõi,Nội soi,Gây mê toàn thân,2022-03-21 01:04:28,Phẫu thuật theo chỉ định bác sĩ
SRV129450,PET32245,PRSC030668,Đã thực hiện,Nội soi,Gây mê toàn thân,2023-11-15 19:02:03,Phẫu thuật theo chỉ định bác sĩ
SRV54086,PET04144,PRSC039375,Đang theo dõi,Mổ u,Gây tê,2024-10-05 12:28:42,Phẫu thuật theo chỉ định bác sĩ
SRV53107,PET110384,PRSC012149,Đã thực hiện,Mổ bụng,Gây tê,2022-05-12 06:06:59,Phẫu thuật theo chỉ định bác sĩ
SRV141859,PET88214,PRSC038700,Đang theo dõi,Mổ bụng,Gây mê toàn thân,2023-12-15 10:09:02,Phẫu thuật theo chỉ định bác sĩ
SRV164916,PET63816,PRSC036466,Đang theo dõi,Nội soi,Gây tê,2023-03-12 05:50:50,Phẫu thuật theo chỉ định bác sĩ
SRV152566,PET101049,PRSC024835,Đã thực hiện,Mổ u,Gây mê toàn thân,2021-11-22 20:16:50,Phẫu thuật theo chỉ định bác sĩ
