AssignmentID,SurgeryID,NurseID,AssignedDate,Note
ASN00351,SRV161981,E0196,2023-12-13,Chú ý dấu hiệu nhiễm trùng
ASN00352,SRV144499,E0138,2022-02-02,Theo dõi bình thường
ASN00353,SRV12578,E0196,2021-03-17,Theo dõi sát 24h đầu
ASN00354,SRV147533,E0136,2022-09-15,Theo dõi sát 24h đầu
ASN00355,SRV147533,E0185,2024-04-02,Chú ý dấu hiệu nhiễm trùng
ASN00356,SRV72866,E0211,2022-12-06,Cần theo dõi đặc biệt
ASN00357,SRV72866,E0219,2024-12-28,Theo dõi bình thường
ASN00358,SRV198267,E0170,2021-07-20,Theo dõi sát 24h đầu
ASN00359,SRV184764,E0247,2021-10-14,Theo dõi hậu phẫu thường quy
ASN00360,SRV134259,E0179,2022-08-30,Theo dõi nhịp tim và hô hấp
ASN00361,SRV134259,E0163,2021-08-08,Theo dõi nhịp tim và hô hấp
ASN00362,SRV77021,E0169,2023-05-16,Bệnh nhân VIP - chăm sóc kỹ
ASN00363,SRV77021,E0128,2022-01-21,Bệnh nhân VIP - chăm sóc kỹ
ASN00364,SRV150005,E0242,2021-11-19,Chú ý dấu hiệu nhiễm trùng
ASN00365,SRV28182,E0181,2022-05-21,Theo dõi nhịp tim và hô hấp
ASN00366,SRV17211,E0227,2021-05-12,Theo dõi nhịp tim và hô hấp
ASN00367,SRV82766,E0132,2022-01-15,Theo dõi bình thường
ASN00368,SRV82766,E0209,2022-10-05,Chú ý dấu hiệu nhiễm trùng
ASN00369,SRV152355,E0236,2024-07-22,Theo dõi hậu phẫu thường quy
ASN00370,SRV73340,E0133,2024-04-10,Theo dõi nhịp tim và hô hấp
ASN00371,SRV135185,E0249,2021-06-06,Theo dõi bình thường
ASN00372,SRV26229,E0215,2024-04-22,Theo dõi sát 24h đầu
ASN00373,SRV61363,E0220,2024-04-26,Bệnh nhân VIP - chăm sóc kỹ
ASN00374,SRV115618,E0226,2023-12-15,Theo dõi nhịp tim và hô hấp
ASN00375,SRV115618,E0234,2021-04-12,Theo dõi sát 24h đầu
ASN00376,SRV3961,E0248,2024-03-16,Theo dõi bình thường
ASN00377,SRV82423,E0165,2024-12-12,Cần theo dõi đặc biệt
ASN00378,SRV82423,E0219,2023-12-05,Chú ý dấu hiệu nhiễm trùng
ASN00379,SRV103065,E0192,2021-12-30,Cần theo dõi đặc biệt
ASN00380,SRV103065,E0211,2021-01-15,Ca khó - chú ý nhé
ASN00381,SRV22708,E0148,2021-09-13,Bệnh nhân VIP - chăm sóc kỹ
ASN00382,SRV99314,E0139,2022-06-13,Theo dõi nhịp tim và hô hấp
ASN00383,SRV45322,E0138,2022-05-15,Ca khó - chú ý nhé
ASN00384,SRV45322,E0195,2022-02-08,Theo dõi nhịp tim và hô hấp
ASN00385,SRV172497,E0134,2023-11-26,Theo dõi sát 24h đầu
ASN00386,SRV127870,E0122,2023-12-25,Chú ý dấu hiệu nhiễm trùng
ASN00387,SRV168994,E0253,2022-07-01,Theo dõi hậu phẫu thường quy
ASN00388,SRV168994,E0176,2022-07-04,Chú ý dấu hiệu nhiễm trùng
ASN00389,SRV136271,E0193,2022-04-25,Theo dõi hậu phẫu thường quy
ASN00390,SRV152035,E0161,2023-10-28,Cần theo dõi đặc biệt
ASN00391,SRV198101,E0201,2022-04-05,Bệnh nhân VIP - chăm sóc kỹ
ASN00392,SRV198101,E0196,2022-01-25,Ca khó - chú ý nhé
ASN00393,SRV8843,E0203,2021-04-15,Ca khó - chú ý nhé
ASN00394,SRV8843,E0138,2023-09-07,Chú ý dấu hiệu nhiễm trùng
ASN00395,SRV109082,E0245,2022-02-07,Theo dõi sát 24h đầu
ASN00396,SRV111229,E0233,2024-02-09,Cần theo dõi đặc biệt
ASN00397,SRV111229,E0144,2023-09-13,Ca khó - chú ý nhé
ASN00398,SRV62157,E0254,2022-02-25,Theo dõi nhịp tim và hô hấp
ASN00399,SRV142741,E0181,2022-10-06,Theo dõi sát 24h đầu
ASN00400,SRV142741,E0160,2021-01-18,Theo dõi sát 24h đầu
ASN00401,SRV141722,E0240,2023-02-08,Theo dõi nhịp tim và hô hấp
ASN00402,SRV141722,E0133,2021-09-01,Chú ý dấu hiệu nhiễm trùng
ASN00403,SRV160743,E0263,2024-05-10,Bệnh nhân VIP - chăm sóc kỹ
ASN00404,SRV81847,E0210,2021-09-23,Theo dõi sát 24h đầu
ASN00405,SRV81847,E0165,2022-11-23,Theo dõi sát 24h đầu
ASN00406,SRV52051,E0234,2021-02-07,Theo dõi sát 24h đầu
ASN00407,SRV52051,E0260,2024-01-23,Theo dõi nhịp tim và hô hấp
ASN00408,SRV185234,E0145,2021-02-16,Cần theo dõi đặc biệt
ASN00409,SRV185234,E0157,2023-12-17,Ca khó - chú ý nhé
ASN00410,SRV196094,E0256,2021-05-17,Chú ý dấu hiệu nhiễm trùng
ASN00411,SRV196094,E0223,2021-07-01,Chú ý dấu hiệu nhiễm trùng
ASN00412,SRV24075,E0166,2024-03-02,Theo dõi hậu phẫu thường quy
ASN00413,SRV106912,E0239,2021-04-18,Bệnh nhân VIP - chăm sóc kỹ
ASN00414,SRV106912,E0171,2022-03-20,Theo dõi bình thường
ASN00415,SRV165799,E0193,2023-09-28,Theo dõi hậu phẫu thường quy
ASN00416,SRV169008,E0235,2022-10-11,Theo dõi hậu phẫu thường quy
ASN00417,SRV169008,E0254,2022-09-09,Theo dõi bình thường
ASN00418,SRV123328,E0208,2021-02-07,Chú ý dấu hiệu nhiễm trùng
ASN00419,SRV123328,E0158,2023-10-23,Theo dõi sát 24h đầu
ASN00420,SRV141478,E0261,2024-04-16,Theo dõi nhịp tim và hô hấp
ASN00421,SRV141478,E0142,2023-07-06,Theo dõi bình thường
ASN00422,SRV199219,E0209,2022-07-04,Theo dõi nhịp tim và hô hấp
ASN00423,SRV199219,E0194,2022-04-20,Theo dõi nhịp tim và hô hấp
ASN00424,SRV152444,E0198,2023-05-20,Cần theo dõi đặc biệt
ASN00425,SRV131924,E0173,2022-12-22,Theo dõi bình thường
ASN00426,SRV29366,E0139,2021-08-10,Theo dõi sát 24h đầu
ASN00427,SRV29366,E0229,2024-07-28,Theo dõi sát 24h đầu
ASN00428,SRV86271,E0248,2023-08-30,Ca khó - chú ý nhé
ASN00429,SRV89680,E0146,2022-07-03,Theo dõi sát 24h đầu
ASN00430,SRV89680,E0133,2024-04-23,Chú ý dấu hiệu nhiễm trùng
ASN00431,SRV139946,E0255,2022-10-13,Ca khó - chú ý nhé
ASN00432,SRV139946,E0131,2022-08-12,Theo dõi hậu phẫu thường quy
ASN00433,SRV13876,E0123,2024-06-03,Ca khó - chú ý nhé
ASN00434,SRV13876,E0218,2021-12-18,Theo dõi nhịp tim và hô hấp
ASN00435,SRV50530,E0196,2023-09-05,Theo dõi nhịp tim và hô hấp
ASN00436,SRV159535,E0203,2021-02-08,Theo dõi bình thường
ASN00437,SRV21276,E0158,2021-05-18,Theo dõi bình thường
ASN00438,SRV30149,E0267,2024-06-12,Cần theo dõi đặc biệt
ASN00439,SRV30149,E0243,2023-01-30,Chú ý dấu hiệu nhiễm trùng
ASN00440,SRV149013,E0241,2022-09-20,Theo dõi hậu phẫu thường quy
ASN00441,SRV149013,E0195,2023-02-03,Theo dõi nhịp tim và hô hấp
ASN00442,SRV16074,E0195,2023-02-10,Chú ý dấu hiệu nhiễm trùng
ASN00443,SRV16104,E0208,2021-05-10,Ca khó - chú ý nhé
ASN00444,SRV105988,E0243,2023-11-19,Theo dõi bình thường
ASN00445,SRV36971,E0254,2024-07-30,Bệnh nhân VIP - chăm sóc kỹ
ASN00446,SRV36971,E0177,2023-11-12,Bệnh nhân VIP - chăm sóc kỹ
ASN00447,SRV102821,E0233,2024-07-02,Theo dõi bình thường
ASN00448,SRV61274,E0186,2024-02-15,Theo dõi hậu phẫu thường quy
ASN00449,SRV61274,E0176,2022-04-28,Theo dõi bình thường
ASN00450,SRV4329,E0266,2024-05-19,Chú ý dấu hiệu nhiễm trùng
ASN00451,SRV4329,E0192,2024-05-28,Ca khó - chú ý nhé
ASN00452,SRV45773,E0123,2021-09-03,Bệnh nhân VIP - chăm sóc kỹ
ASN00453,SRV45773,E0162,2021-01-23,Cần theo dõi đặc biệt
ASN00454,SRV134468,E0215,2022-08-26,Theo dõi nhịp tim và hô hấp
ASN00455,SRV134468,E0167,2023-12-02,Chú ý dấu hiệu nhiễm trùng
ASN00456,SRV51978,E0155,2021-09-17,Theo dõi sát 24h đầu
ASN00457,SRV46297,E0252,2023-06-20,Cần theo dõi đặc biệt
ASN00458,SRV70287,E0259,2024-01-12,Theo dõi hậu phẫu thường quy
ASN00459,SRV117250,E0250,2022-08-09,Bệnh nhân VIP - chăm sóc kỹ
ASN00460,SRV121895,E0161,2023-02-05,Chú ý dấu hiệu nhiễm trùng
ASN00461,SRV42398,E0157,2022-04-21,Theo dõi sát 24h đầu
ASN00462,SRV42398,E0249,2022-05-09,Theo dõi bình thường
ASN00463,SRV164911,E0269,2021-08-24,Cần theo dõi đặc biệt
ASN00464,SRV162217,E0129,2022-10-23,Theo dõi nhịp tim và hô hấp
ASN00465,SRV198916,E0164,2023-08-23,Ca khó - chú ý nhé
ASN00466,SRV198916,E0140,2022-02-18,Theo dõi bình thường
ASN00467,SRV45438,E0252,2022-03-24,Theo dõi bình thường
ASN00468,SRV102823,E0135,2023-07-02,Bệnh nhân VIP - chăm sóc kỹ
ASN00469,SRV102823,E0201,2024-09-22,Bệnh nhân VIP - chăm sóc kỹ
ASN00470,SRV113540,E0141,2022-08-16,Bệnh nhân VIP - chăm sóc kỹ
ASN00471,SRV6797,E0132,2023-05-18,Chú ý dấu hiệu nhiễm trùng
ASN00472,SRV6797,E0135,2022-03-09,Theo dõi hậu phẫu thường quy
ASN00473,SRV142782,E0207,2021-11-09,Theo dõi bình thường
ASN00474,SRV88418,E0233,2022-02-09,Theo dõi sát 24h đầu
ASN00475,SRV134219,E0154,2022-12-02,Theo dõi hậu phẫu thường quy
ASN00476,SRV134219,E0260,2024-06-10,Cần theo dõi đặc biệt
ASN00477,SRV87546,E0228,2023-07-07,Theo dõi bình thường
ASN00478,SRV87546,E0212,2022-06-13,Theo dõi bình thường
ASN00479,SRV42601,E0258,2024-01-21,Chú ý dấu hiệu nhiễm trùng
ASN00480,SRV38127,E0151,2022-01-08,Theo dõi hậu phẫu thường quy
ASN00481,SRV198069,E0205,2023-06-06,Cần theo dõi đặc biệt
ASN00482,SRV198069,E0136,2021-08-26,Theo dõi sát 24h đầu
ASN00483,SRV118794,E0177,2024-05-05,Theo dõi sát 24h đầu
ASN00484,SRV118794,E0167,2021-10-11,Cần theo dõi đặc biệt
ASN00485,SRV6040,E0210,2021-12-15,Theo dõi nhịp tim và hô hấp
ASN00486,SRV188647,E0206,2021-06-15,Theo dõi nhịp tim và hô hấp
ASN00487,SRV188647,E0143,2024-12-07,Chú ý dấu hiệu nhiễm trùng
ASN00488,SRV196023,E0121,2024-11-12,Theo dõi bình thường
ASN00489,SRV196023,E0158,2021-03-08,Chú ý dấu hiệu nhiễm trùng
ASN00490,SRV178604,E0151,2021-01-21,Theo dõi nhịp tim và hô hấp
ASN00491,SRV178604,E0257,2021-04-03,Bệnh nhân VIP - chăm sóc kỹ
ASN00492,SRV178677,E0245,2021-04-02,Theo dõi bình thường
ASN00493,SRV178677,E0215,2022-01-12,Theo dõi nhịp tim và hô hấp
ASN00494,SRV126104,E0227,2022-11-07,Theo dõi sát 24h đầu
ASN00495,SRV126104,E0146,2024-06-20,Bệnh nhân VIP - chăm sóc kỹ
ASN00496,SRV164318,E0266,2023-06-02,Ca khó - chú ý nhé
ASN00497,SRV152246,E0161,2023-11-11,Theo dõi nhịp tim và hô hấp
ASN00498,SRV47699,E0186,2024-11-25,Cần theo dõi đặc biệt
ASN00499,SRV181410,E0129,2024-04-28,Theo dõi hậu phẫu thường quy
ASN00500,SRV181410,E0189,2024-01-05,Bệnh nhân VIP - chăm sóc kỹ
ASN00501,SRV129450,E0192,2022-11-22,Chú ý dấu hiệu nhiễm trùng
ASN00502,SRV54086,E0146,2021-03-12,Bệnh nhân VIP - chăm sóc kỹ
ASN00503,SRV54086,E0247,2023-06-04,Chú ý dấu hiệu nhiễm trùng
ASN00504,SRV53107,E0220,2021-07-10,Bệnh nhân VIP - chăm sóc kỹ
ASN00505,SRV141859,E0266,2023-03-30,Theo dõi nhịp tim và hô hấp
ASN00506,SRV164916,E0146,2024-06-18,Cần theo dõi đặc biệt
ASN00507,SRV164916,E0165,2023-11-02,Theo dõi nhịp tim và hô hấp
ASN00508,SRV152566,E0183,2021-03-04,Theo dõi hậu phẫu thường quy
ASN00509,SRV152566,E0186,2023-08-01,Theo dõi hậu phẫu thường quy
ASN00510,SRV127671,E0178,2024-10-18,Ca khó - chú ý nhé
ASN00511,SRV127671,E0125,2024-04-17,Theo dõi sát 24h đầu
ASN00512,SRV117683,E0138,2021-08-08,Chú ý dấu hiệu nhiễm trùng
ASN00513,SRV74286,E0181,2021-09-30,Theo dõi hậu phẫu thường quy
ASN00514,SRV74286,E0232,2023-05-07,Cần theo dõi đặc biệt
ASN00515,SRV114756,E0148,2024-09-28,Theo dõi bình thường
ASN00516,SRV187450,E0137,2024-02-24,Theo dõi bình thường
ASN00517,SRV187450,E0224,2024-03-18,Theo dõi bình thường
ASN00518,SRV103290,E0121,2024-08-24,Ca khó - chú ý nhé
ASN00519,SRV52042,E0193,2023-11-22,Bệnh nhân VIP - chăm sóc kỹ
ASN00520,SRV42160,E0161,2022-08-02,Theo dõi bình thường
ASN00521,SRV11831,E0203,2024-05-23,Theo dõi sát 24h đầu
ASN00522,SRV11831,E0193,2021-03-16,Theo dõi bình thường
ASN00523,SRV98222,E0121,2022-04-13,Theo dõi sát 24h đầu
ASN00524,SRV49243,E0129,2021-08-04,Theo dõi nhịp tim và hô hấp
ASN00525,SRV99773,E0196,2023-10-17,Ca khó - chú ý nhé
ASN00526,SRV78750,E0150,2022-07-22,Chú ý dấu hiệu nhiễm trùng
ASN00527,SRV78750,E0167,2024-05-04,Chú ý dấu hiệu nhiễm trùng
ASN00528,SRV179660,E0154,2021-02-23,Bệnh nhân VIP - chăm sóc kỹ
ASN00529,SRV67207,E0235,2022-07-02,Chú ý dấu hiệu nhiễm trùng
ASN00530,SRV67207,E0136,2023-10-26,Bệnh nhân VIP - chăm sóc kỹ
ASN00531,SRV11907,E0182,2022-11-24,Bệnh nhân VIP - chăm sóc kỹ
ASN00532,SRV11907,E0144,2023-08-17,Chú ý dấu hiệu nhiễm trùng
ASN00533,SRV158417,E0205,2024-10-29,Bệnh nhân VIP - chăm sóc kỹ
ASN00534,SRV158417,E0256,2023-11-27,Ca khó - chú ý nhé
ASN00535,SRV14463,E0160,2023-08-18,Theo dõi nhịp tim và hô hấp
ASN00536,SRV17579,E0121,2022-11-21,Theo dõi hậu phẫu thường quy
ASN00537,SRV52359,E0127,2024-01-20,Theo dõi hậu phẫu thường quy
ASN00538,SRV132321,E0217,2024-08-06,Theo dõi sát 24h đầu
ASN00539,SRV46826,E0190,2023-06-04,Ca khó - chú ý nhé
ASN00540,SRV45854,E0168,2021-05-06,Theo dõi bình thường
ASN00541,SRV45854,E0221,2023-02-28,Theo dõi hậu phẫu thường quy
ASN00542,SRV64649,E0265,2023-08-30,Theo dõi hậu phẫu thường quy
ASN00543,SRV64649,E0188,2021-05-10,Cần theo dõi đặc biệt
ASN00544,SRV160550,E0121,2024-09-12,Theo dõi bình thường
ASN00545,SRV160550,E0217,2023-04-18,Ca khó - chú ý nhé
ASN00546,SRV100939,E0229,2021-03-09,Theo dõi hậu phẫu thường quy
ASN00547,SRV100939,E0252,2024-02-08,Theo dõi sát 24h đầu
ASN00548,SRV96662,E0260,2022-07-22,Theo dõi bình thường
ASN00549,SRV79925,E0128,2021-04-09,Theo dõi bình thường
ASN00550,SRV79925,E0193,2023-01-10,Theo dõi bình thường
ASN00551,SRV52558,E0256,2024-03-10,Theo dõi sát 24h đầu
ASN00552,SRV91988,E0247,2022-10-24,Ca khó - chú ý nhé
ASN00553,SRV91988,E0136,2022-12-08,Theo dõi hậu phẫu thường quy
ASN00554,SRV159857,E0190,2022-10-24,Theo dõi sát 24h đầu
ASN00555,SRV159857,E0144,2022-07-07,Bệnh nhân VIP - chăm sóc kỹ
ASN00556,SRV89677,E0260,2024-03-12,Bệnh nhân VIP - chăm sóc kỹ
ASN00557,SRV9477,E0167,2024-08-01,Ca khó - chú ý nhé
ASN00558,SRV139522,E0262,2024-07-10,Chú ý dấu hiệu nhiễm trùng
ASN00559,SRV139522,E0180,2024-09-02,Ca khó - chú ý nhé
ASN00560,SRV176703,E0132,2023-02-13,Theo dõi bình thường
ASN00561,SRV181834,E0231,2021-12-05,Theo dõi nhịp tim và hô hấp
ASN00562,SRV181834,E0133,2021-12-14,Bệnh nhân VIP - chăm sóc kỹ
ASN00563,SRV187188,E0203,2022-03-16,Bệnh nhân VIP - chăm sóc kỹ
ASN00564,SRV187188,E0213,2024-09-25,Ca khó - chú ý nhé
ASN00565,SRV48925,E0122,2021-02-11,Bệnh nhân VIP - chăm sóc kỹ
ASN00566,SRV52541,E0216,2024-01-02,Bệnh nhân VIP - chăm sóc kỹ
ASN00567,SRV121796,E0160,2024-10-13,Theo dõi sát 24h đầu
ASN00568,SRV121796,E0205,2024-06-27,Cần theo dõi đặc biệt
ASN00569,SRV119040,E0247,2023-09-20,Chú ý dấu hiệu nhiễm trùng
ASN00570,SRV119040,E0231,2022-04-21,Bệnh nhân VIP - chăm sóc kỹ
ASN00571,SRV78422,E0212,2024-09-05,Ca khó - chú ý nhé
ASN00572,SRV78422,E0168,2023-03-11,Ca khó - chú ý nhé
ASN00573,SRV98851,E0239,2021-07-15,Theo dõi sát 24h đầu
ASN00574,SRV96311,E0127,2021-10-13,Theo dõi sát 24h đầu
ASN00575,SRV96311,E0229,2022-07-06,Bệnh nhân VIP - chăm sóc kỹ
ASN00576,SRV16976,E0145,2023-02-13,Bệnh nhân VIP - chăm sóc kỹ
ASN00577,SRV16976,E0201,2022-09-13,Chú ý dấu hiệu nhiễm trùng
ASN00578,SRV130161,E0178,2022-01-17,Theo dõi sát 24h đầu
ASN00579,SRV130161,E0249,2024-10-27,Theo dõi hậu phẫu thường quy
ASN00580,SRV44043,E0220,2022-02-08,Chú ý dấu hiệu nhiễm trùng
ASN00581,SRV44043,E0143,2024-09-04,Cần theo dõi đặc biệt
ASN00582,SRV16331,E0267,2023-03-21,Cần theo dõi đặc biệt
ASN00583,SRV16331,E0247,2024-03-16,Theo dõi sát 24h đầu
ASN00584,SRV110419,E0234,2024-07-14,Theo dõi hậu phẫu thường quy
ASN00585,SRV110419,E0246,2024-12-05,Chú ý dấu hiệu nhiễm trùng
ASN00586,SRV124195,E0250,2024-04-24,Ca khó - chú ý nhé
ASN00587,SRV123586,E0263,2024-08-21,Cần theo dõi đặc biệt
ASN00588,SRV185851,E0260,2023-01-10,Chú ý dấu hiệu nhiễm trùng
ASN00589,SRV185851,E0148,2024-11-23,Theo dõi sát 24h đầu
ASN00590,SRV182262,E0181,2022-03-05,Cần theo dõi đặc biệt
ASN00591,SRV182262,E0264,2021-08-12,Bệnh nhân VIP - chăm sóc kỹ
ASN00592,SRV73622,E0195,2021-10-12,Theo dõi bình thường
ASN00593,SRV183384,E0144,2022-04-01,Cần theo dõi đặc biệt
ASN00594,SRV131882,E0266,2024-04-30,Theo dõi bình thường
ASN00595,SRV121308,E0162,2021-10-29,Bệnh nhân VIP - chăm sóc kỹ
ASN00596,SRV172448,E0242,2023-01-24,Cần theo dõi đặc biệt
ASN00597,SRV172448,E0174,2023-10-15,Bệnh nhân VIP - chăm sóc kỹ
ASN00598,SRV180216,E0126,2022-05-27,Theo dõi hậu phẫu thường quy
ASN00599,SRV180216,E0208,2021-10-15,Cần theo dõi đặc biệt
ASN00600,SRV190190,E0144,2023-03-29,Theo dõi sát 24h đầu
ASN00601,SRV190190,E0151,2024-06-18,Chú ý dấu hiệu nhiễm trùng
ASN00602,SRV125041,E0241,2023-06-23,Cần theo dõi đặc biệt
ASN00603,SRV120905,E0245,2022-08-19,Ca khó - chú ý nhé
ASN00604,SRV197884,E0224,2021-12-05,Cần theo dõi đặc biệt
ASN00605,SRV197884,E0188,2023-08-04,Theo dõi sát 24h đầu
ASN00606,SRV153946,E0199,2024-01-02,Bệnh nhân VIP - chăm sóc kỹ
ASN00607,SRV153946,E0208,2024-01-09,Theo dõi hậu phẫu thường quy
ASN00608,SRV70291,E0178,2024-03-24,Theo dõi bình thường
ASN00609,SRV183955,E0251,2021-04-09,Theo dõi hậu phẫu thường quy
ASN00610,SRV183955,E0226,2022-02-18,Cần theo dõi đặc biệt
ASN00611,SRV182650,E0193,2022-02-26,Theo dõi hậu phẫu thường quy
ASN00612,SRV183851,E0122,2022-09-05,Theo dõi sát 24h đầu
ASN00613,SRV197467,E0195,2022-02-03,Theo dõi hậu phẫu thường quy
ASN00614,SRV197467,E0269,2022-03-16,Chú ý dấu hiệu nhiễm trùng
ASN00615,SRV129141,E0173,2021-04-07,Chú ý dấu hiệu nhiễm trùng
ASN00616,SRV129141,E0199,2024-01-04,Theo dõi bình thường
ASN00617,SRV82301,E0218,2024-02-01,Theo dõi bình thường
ASN00618,SRV112345,E0126,2022-11-02,Ca khó - chú ý nhé
ASN00619,SRV112345,E0148,2022-07-03,Theo dõi hậu phẫu thường quy
ASN00620,SRV182043,E0181,2022-10-30,Theo dõi sát 24h đầu
ASN00621,SRV36167,E0204,2022-04-22,Theo dõi sát 24h đầu
ASN00622,SRV36167,E0153,2024-11-18,Chú ý dấu hiệu nhiễm trùng
ASN00623,SRV106988,E0216,2021-06-30,Theo dõi hậu phẫu thường quy
ASN00624,SRV106988,E0223,2021-02-07,Theo dõi hậu phẫu thường quy
ASN00625,SRV189321,E0269,2024-10-20,Chú ý dấu hiệu nhiễm trùng
ASN00626,SRV189321,E0231,2023-05-10,Theo dõi hậu phẫu thường quy
ASN00627,SRV43043,E0229,2024-06-28,Theo dõi nhịp tim và hô hấp
ASN00628,SRV43043,E0177,2023-12-08,Bệnh nhân VIP - chăm sóc kỹ
ASN00629,SRV111749,E0254,2023-08-28,Theo dõi sát 24h đầu
ASN00630,SRV109326,E0216,2024-03-14,Cần theo dõi đặc biệt
ASN00631,SRV109326,E0133,2024-07-22,Theo dõi nhịp tim và hô hấp
ASN00632,SRV85638,E0128,2021-03-01,Bệnh nhân VIP - chăm sóc kỹ
ASN00633,SRV88831,E0237,2021-06-03,Bệnh nhân VIP - chăm sóc kỹ
ASN00634,SRV88051,E0161,2022-02-08,Theo dõi sát 24h đầu
ASN00635,SRV138597,E0200,2023-10-13,Theo dõi hậu phẫu thường quy
ASN00636,SRV28812,E0215,2023-08-02,Theo dõi nhịp tim và hô hấp
ASN00637,SRV28812,E0200,2023-02-14,Chú ý dấu hiệu nhiễm trùng
ASN00638,SRV109033,E0230,2024-10-21,Ca khó - chú ý nhé
ASN00639,SRV117652,E0197,2024-04-13,Theo dõi sát 24h đầu
ASN00640,SRV117652,E0187,2023-07-27,Cần theo dõi đặc biệt
ASN00641,SRV60277,E0191,2023-10-03,Theo dõi hậu phẫu thường quy
ASN00642,SRV60277,E0163,2023-03-15,Theo dõi sát 24h đầu
ASN00643,SRV48820,E0139,2023-09-05,Ca khó - chú ý nhé
ASN00644,SRV48820,E0192,2022-12-29,Bệnh nhân VIP - chăm sóc kỹ
ASN00645,SRV161855,E0175,2021-05-22,Theo dõi nhịp tim và hô hấp
ASN00646,SRV28680,E0189,2022-11-21,Bệnh nhân VIP - chăm sóc kỹ
ASN00647,SRV134740,E0166,2024-08-24,Bệnh nhân VIP - chăm sóc kỹ
ASN00648,SRV134740,E0131,2022-04-08,Theo dõi hậu phẫu thường quy
ASN00649,SRV137111,E0137,2021-04-24,Chú ý dấu hiệu nhiễm trùng
ASN00650,SRV137111,E0214,2024-06-16,Chú ý dấu hiệu nhiễm trùng
ASN00651,SRV139147,E0160,2023-01-17,Theo dõi sát 24h đầu
ASN00652,SRV139147,E0196,2021-06-01,Theo dõi bình thường
ASN00653,SRV112947,E0240,2024-08-10,Theo dõi nhịp tim và hô hấp
ASN00654,SRV29298,E0123,2024-06-14,Cần theo dõi đặc biệt
ASN00655,SRV29298,E0236,2023-04-24,Theo dõi sát 24h đầu
ASN00656,SRV9405,E0268,2024-02-11,Ca khó - chú ý nhé
ASN00657,SRV142202,E0193,2021-03-28,Theo dõi sát 24h đầu
ASN00658,SRV142202,E0218,2022-02-22,Chú ý dấu hiệu nhiễm trùng
ASN00659,SRV83741,E0159,2023-06-11,Theo dõi hậu phẫu thường quy
ASN00660,SRV83741,E0242,2024-08-21,Cần theo dõi đặc biệt
ASN00661,SRV171905,E0139,2024-04-29,Ca khó - chú ý nhé
ASN00662,SRV163359,E0188,2021-04-19,Theo dõi bình thường
ASN00663,SRV163359,E0250,2024-06-26,Theo dõi hậu phẫu thường quy
ASN00664,SRV101569,E0255,2021-01-04,Theo dõi nhịp tim và hô hấp
ASN00665,SRV101569,E0209,2022-04-13,Theo dõi nhịp tim và hô hấp
ASN00666,SRV111512,E0220,2024-04-17,Ca khó - chú ý nhé
ASN00667,SRV111512,E0228,2023-03-17,Bệnh nhân VIP - chăm sóc kỹ
ASN00668,SRV123694,E0214,2024-11-25,Theo dõi sát 24h đầu
ASN00669,SRV123694,E0143,2023-07-19,Bệnh nhân VIP - chăm sóc kỹ
ASN00670,SRV11378,E0165,2021-03-10,Chú ý dấu hiệu nhiễm trùng
ASN00671,SRV11378,E0269,2024-02-07,Theo dõi hậu phẫu thường quy
ASN00672,SRV108863,E0171,2023-07-25,Theo dõi nhịp tim và hô hấp
ASN00673,SRV108863,E0178,2024-12-20,Chú ý dấu hiệu nhiễm trùng
ASN00674,SRV193072,E0231,2024-12-23,Theo dõi bình thường
ASN00675,SRV193072,E0161,2021-01-27,Theo dõi bình thường
ASN00676,SRV114063,E0189,2024-10-06,Bệnh nhân VIP - chăm sóc kỹ
ASN00677,SRV114063,E0266,2022-01-24,Bệnh nhân VIP - chăm sóc kỹ
